task_uid,grade,theme_id,level,quality_status
V2-45ce54021ff8,5,T024,1,RECHECK
V2-01b874de846c,5,T024,1,RECHECK
V2-91aeb41fd89b,5,T024,1,RECHECK
V2-a83adcfdf791,5,T024,1,RECHECK
V2-6fba5223151c,5,T022,3,RECHECK
V2-54bb3b360851,5,T022,3,RECHECK
V2-e7a64b557563,5,T022,3,RECHECK
V2-f6882586fd8e,5,T022,3,RECHECK
V2-d1068f6735ba,5,T022,3,RECHECK
V2-d2251dbd0411,5,T004,3,RECHECK
V2-9f718bea1e9e,5,T004,3,RECHECK
V2-41168cd149c4,5,T004,3,RECHECK
V2-d8667dda71c1,5,T004,3,RECHECK
V2-4053cfa19182,5,T004,3,RECHECK
V2-58bf9d51a9b8,5,T024,2,RECHECK
V2-52b329d438b7,5,T024,2,RECHECK
V2-eb30c5047621,5,T024,2,RECHECK
V2-58721701fa7e,5,T024,2,RECHECK
V2-d1a80ad2943b,5,T024,2,RECHECK
V2-fffc3019869c,5,T005,1,RECHECK
V2-05d59cc82a92,5,T005,1,RECHECK
V2-2191abb55b6a,5,T005,1,RECHECK
V2-ddd202d2fdc4,5,T005,1,RECHECK
V2-ffa6b5dfc77b,5,T005,1,RECHECK
V2-790809e46553,6,T006,1,RECHECK
V2-d283032ab1b0,6,T006,1,RECHECK
V2-76e4fb94dab4,6,T006,1,RECHECK
V2-71acf47bd68d,6,T006,1,RECHECK
V2-7eab6e806216,6,T006,1,RECHECK
V2-1e38fd191c2c,5,T005,2,RECHECK
V2-3a957db3fd85,5,T005,2,RECHECK
V2-89018339a6ea,5,T005,2,RECHECK
V2-8da549a2e9e3,5,T005,2,RECHECK
V2-4cb8c7c02513,5,T005,2,RECHECK
V2-17e7def1eab8,5,T024,3,RECHECK
V2-15b34d427032,5,T024,3,RECHECK
V2-fd1c9b90c5b4,5,T024,3,RECHECK
V2-1cf11b2f6407,5,T024,3,RECHECK
V2-c67e39da2da7,5,T024,3,RECHECK
V2-ce42537fac82,5,T008,3,RECHECK
V2-a6c0e04bdd0e,5,T008,3,RECHECK
V2-9b0442192309,5,T008,3,RECHECK
V2-63da035d9d69,5,T008,3,RECHECK
V2-56d9437c6585,5,T008,3,RECHECK
V2-949808e3f47f,5,T005,3,RECHECK
V2-97a693c3c12c,5,T005,3,RECHECK
V2-40f958c55c62,5,T005,3,RECHECK
V2-ed10b4db0e05,5,T005,3,RECHECK
V2-c187272edc91,5,T005,3,RECHECK
V2-cce981262c31,6,T006,3,RECHECK
V2-d56113673dda,6,T006,3,RECHECK
V2-51e31e702365,6,T006,3,RECHECK
V2-5a5f51ba16dd,6,T006,3,RECHECK
V2-5acca9fe1c31,6,T006,3,RECHECK
V2-a74df0c4c3d4,6,T007,1,RECHECK
V2-8d292dbeee56,6,T007,1,RECHECK
V2-75ee3133e8b4,6,T007,1,RECHECK
V2-c76db6ceca35,6,T007,1,RECHECK
V2-41343a2ec98b,6,T007,1,RECHECK
V2-dd34da279b4a,6,T032,1,RECHECK
V2-c790d552fe1f,6,T032,1,RECHECK
V2-d6db4e574aba,6,T032,1,RECHECK
V2-56dc4b5e1727,6,T032,1,RECHECK
V2-6c189ba2b899,6,T032,1,RECHECK
V2-62f640f64219,6,T032,2,RECHECK
V2-34f43189009e,6,T032,2,RECHECK
V2-35ebae77b0bd,6,T032,2,RECHECK
V2-36002c8b4003,6,T032,2,RECHECK
V2-2d4b4cc2e0b7,6,T032,2,RECHECK
V2-ff9deba52600,6,T033,1,RECHECK
V2-fe809b4685b7,6,T033,1,RECHECK
V2-349e46ef6278,6,T033,1,RECHECK
V2-f1e666762a44,6,T033,1,RECHECK
V2-caf1e453ab69,6,T033,1,RECHECK
V2-a875620457d6,6,T007,3,RECHECK
V2-7c43ef157f3e,6,T007,3,RECHECK
V2-02690c3b2a25,6,T007,3,RECHECK
V2-adca4f339776,6,T007,3,RECHECK
V2-8999db9bdaab,6,T007,3,RECHECK
V2-35fd71c45c99,6,T006,2,RECHECK
V2-e2aa0e374787,6,T006,2,RECHECK
V2-d05908fa3415,6,T006,2,RECHECK
V2-b9a314e71036,6,T006,2,RECHECK
V2-fcf4c5b348f0,6,T006,2,RECHECK
V2-a8f0493c5e75,6,T033,2,RECHECK
V2-8dd2a2e67d13,6,T033,2,RECHECK
V2-4ddc81a0aed0,6,T033,2,RECHECK
V2-1b2f9358b774,6,T033,2,RECHECK
V2-f5a8717a64c2,6,T033,2,RECHECK
V2-5001c0eab015,6,T016,1,RECHECK
V2-64a267140ccf,6,T016,1,RECHECK
V2-216329638b3a,6,T016,1,RECHECK
V2-eefe164c6f89,6,T016,1,RECHECK
V2-4409ca665876,6,T016,1,RECHECK
V2-2506af6b1e10,6,T033,3,RECHECK
V2-7b59a5c6aae6,6,T033,3,RECHECK
V2-02ccbfa6240f,6,T033,3,RECHECK
V2-fbdab66f1e0d,6,T033,3,RECHECK
V2-e9e6b47c5c86,6,T033,3,RECHECK
V2-fe453a954843,6,T018,1,RECHECK
V2-626b72f57dbf,6,T018,1,RECHECK
V2-133169db920e,6,T018,1,RECHECK
V2-cf9e86c9c0b0,6,T018,1,RECHECK
V2-70ea970c4175,6,T018,1,RECHECK
V2-5d776c22b472,6,T016,2,RECHECK
V2-f0248b83e4a9,6,T016,2,RECHECK
V2-ab7eedf2fb01,6,T016,2,RECHECK
V2-fac0efeb3934,6,T016,2,RECHECK
V2-b83f7d72bc00,6,T016,2,RECHECK
V2-e22108cabc7f,6,T032,3,RECHECK
V2-f55cad118055,6,T032,3,RECHECK
V2-13ccb9981110,6,T032,3,RECHECK
V2-2b09a772cc6c,6,T032,3,RECHECK
V2-5685dca063cb,6,T032,3,RECHECK
V2-c4795dc65766,7,T026,1,RECHECK
V2-da37202d1597,7,T026,1,RECHECK
V2-936e10624f64,7,T026,1,RECHECK
V2-0c72e191691d,7,T026,1,RECHECK
V2-d3d43e4ef1c2,7,T026,1,RECHECK
V2-f446aac9b620,6,T007,2,RECHECK
V2-1a388c2ae574,6,T007,2,RECHECK
V2-88378148df0e,6,T007,2,RECHECK
V2-b81962aeea0b,6,T007,2,RECHECK
V2-bb9dff271568,6,T007,2,RECHECK
V2-23f49f8cf48a,7,T026,2,RECHECK
V2-2ba4c87f9009,7,T026,2,RECHECK
V2-5c69fd871b98,7,T026,2,RECHECK
V2-2759675cbb4c,7,T026,2,RECHECK
V2-bbe726784d4f,7,T026,2,RECHECK
V2-850a734e3eda,6,T018,3,RECHECK
V2-6ca804295fe6,6,T018,3,RECHECK
V2-fd5d3dc66661,6,T018,3,RECHECK
V2-388bfd976e03,6,T018,3,RECHECK
V2-18935cce8983,6,T018,3,RECHECK
V2-ea05382800ea,7,T025,1,RECHECK
V2-c1a9965f561e,7,T025,1,RECHECK
V2-1ec5c32eb8a7,7,T025,1,RECHECK
V2-09f19d05388b,7,T025,1,RECHECK
V2-25de79c800db,7,T025,1,RECHECK
V2-a30e8793af6a,7,T026,3,RECHECK
V2-d272ac3e2673,7,T026,3,RECHECK
V2-485bc4bec1a9,7,T026,3,RECHECK
V2-bf85680394b9,7,T026,3,RECHECK
V2-25ae2fa8643d,7,T026,3,RECHECK
V2-199aa700ae38,7,T025,2,RECHECK
V2-8fc5d5297f84,7,T025,2,RECHECK
V2-f59c5e6f4dc8,7,T025,2,RECHECK
V2-39950d692cbd,7,T025,2,RECHECK
V2-1292036836b1,7,T025,2,RECHECK
V2-4bdde66e8927,6,T018,2,RECHECK
V2-ec79170047db,6,T018,2,RECHECK
V2-74825355496e,6,T018,2,RECHECK
V2-2470fc94a0fb,6,T018,2,RECHECK
V2-6538db39ba36,6,T018,2,RECHECK
V2-4c841eb44172,7,T023,1,RECHECK
V2-fd12207ced38,7,T023,1,RECHECK
V2-6ae771ffde29,7,T023,1,RECHECK
V2-fc0451d732c0,7,T023,1,RECHECK
V2-f1af56434404,7,T023,1,RECHECK
V2-5ab0c72cffbd,7,T027,1,RECHECK
V2-d29cd68f87df,7,T027,1,RECHECK
V2-874b207a2382,7,T027,1,RECHECK
V2-739e9c38ed72,7,T027,1,RECHECK
V2-f04cfc8772d8,7,T027,1,RECHECK
V2-dfa16ec1bcd4,7,T025,3,RECHECK
V2-7b7ce3786555,7,T025,3,RECHECK
V2-4eee7a5a2e8d,7,T025,3,RECHECK
V2-4ad0f6bb1b56,7,T025,3,RECHECK
V2-208abf8bbc41,7,T025,3,RECHECK
V2-91d161cd69d8,7,T023,2,RECHECK
V2-dfc36e941d43,7,T023,2,RECHECK
V2-f160ac4e2df0,7,T023,2,RECHECK
V2-3913a9cd31df,7,T023,2,RECHECK
V2-02d406585994,7,T023,2,RECHECK
V2-9cfb61de8305,7,T027,3,RECHECK
V2-ecb7210bab89,7,T027,3,RECHECK
V2-baf5a5afe917,7,T027,3,RECHECK
V2-ea3c09d4dc5e,7,T027,3,RECHECK
V2-63d47bd9f9e2,7,T027,3,RECHECK
V2-1b460ef9898a,7,T019,1,RECHECK
V2-bb298255cd1e,7,T019,1,RECHECK
V2-707505c14474,7,T019,1,RECHECK
V2-8abf8b541e50,7,T019,1,RECHECK
V2-f0c861482a37,7,T019,1,RECHECK
V2-fb4c8f04e8af,7,T027,2,RECHECK
V2-a0c952874db1,7,T027,2,RECHECK
V2-c2edff698baf,7,T027,2,RECHECK
V2-6ce6fc3bd933,7,T027,2,RECHECK
V2-9d7c115c1e28,7,T027,2,RECHECK
V2-d94a3c57a5f1,6,T016,3,RECHECK
V2-87b45ce25bc0,6,T016,3,RECHECK
V2-731d9c2a5d8e,6,T016,3,RECHECK
V2-d917f0fee51b,6,T016,3,RECHECK
V2-73845a1ea1d2,6,T016,3,RECHECK
V2-11ec74bb69cb,7,T003,1,RECHECK
V2-aa17a7513d33,7,T003,1,RECHECK
V2-8e1cd9c5d039,7,T003,1,RECHECK
V2-04eccb493c70,7,T003,1,RECHECK
V2-0ee827a7b91e,7,T003,1,RECHECK
V2-90a16310dc5b,7,T023,3,RECHECK
V2-e3b64bf44b55,7,T023,3,RECHECK
V2-ae5845f06ea8,7,T023,3,RECHECK
V2-c5f9dd0a45a2,7,T023,3,RECHECK
V2-3604866d3951,7,T023,3,RECHECK
V2-2e51b964f685,7,T019,2,RECHECK
V2-afcb9511477f,7,T019,2,RECHECK
V2-1eb9ef8b54ec,7,T019,2,RECHECK
V2-2c53c05253fb,7,T019,2,RECHECK
V2-7b6563129570,7,T019,2,RECHECK
V2-81511e7e5eb3,7,T003,2,RECHECK
V2-f3121f9deb5d,7,T003,2,RECHECK
V2-e278156e83a6,7,T003,2,RECHECK
V2-a3df09463abc,7,T003,2,RECHECK
V2-c8d946e4c3a2,7,T003,2,RECHECK
V2-988d07bc044c,8,T042,1,RECHECK
V2-161f43b0a6f6,8,T042,1,RECHECK
V2-14bcace24ef9,8,T042,1,RECHECK
V2-50678ba1f0af,8,T042,1,RECHECK
V2-6d3af135903e,8,T042,1,RECHECK
V2-6ef01b66ab6e,8,T011,1,RECHECK
V2-948bd6564157,8,T011,1,RECHECK
V2-72766487973d,8,T011,1,RECHECK
V2-6ef01b66ab6e,8,T011,1,RECHECK
V2-816d79e624a2,8,T011,1,RECHECK
V2-e2f0b042f039,8,T011,2,RECHECK
V2-9aa805db6ea6,8,T011,2,RECHECK
V2-f10e8e4dd0d4,8,T011,2,RECHECK
V2-71e0791b11e9,8,T011,2,RECHECK
V2-72bf11b48c94,8,T011,2,RECHECK
V2-43c9daec8e85,7,T003,3,RECHECK
V2-abefc59d6512,7,T003,3,RECHECK
V2-5a6e7ebe3ce0,7,T003,3,RECHECK
V2-10cfa035ffd3,7,T003,3,RECHECK
V2-39d2e05e8ebc,7,T003,3,RECHECK
V2-48645b66b6a0,8,T012,1,RECHECK
V2-56562565cede,8,T012,1,RECHECK
V2-070d60bc3fe0,8,T012,1,RECHECK
V2-c5a236997e32,8,T012,1,RECHECK
V2-900e7fbf2f16,8,T012,1,RECHECK
V2-91be65080c53,8,T042,2,RECHECK
V2-ff2f5bbb67f4,8,T042,2,RECHECK
V2-3bdf1839c1dc,8,T042,2,RECHECK
V2-18324d5c2cbd,8,T042,2,RECHECK
V2-07bf4257245a,8,T042,2,RECHECK
V2-4eda59b9f3c0,8,T012,3,RECHECK
V2-310dd5f46a55,8,T012,3,RECHECK
V2-484e22bf87c7,8,T012,3,RECHECK
V2-5920496f185c,8,T012,3,RECHECK
V2-89069e1ce391,8,T012,3,RECHECK
V2-cdce11b7fde7,8,T012,2,RECHECK
V2-6f0640baaa51,8,T012,2,RECHECK
V2-d1a5c06b15cb,8,T012,2,RECHECK
V2-b7bf73afce36,8,T012,2,RECHECK
V2-c849dd384a1b,8,T012,2,RECHECK
V2-b76a690ab5b5,8,T037,1,RECHECK
V2-687f7461ef69,8,T037,1,RECHECK
V2-e7ad01fcec91,8,T037,1,RECHECK
V2-6b8190e7c4c8,8,T037,1,RECHECK
V2-ca7d923eb1d0,8,T037,1,RECHECK
V2-498c60a0f5bb,8,T037,2,RECHECK
V2-4b923fefb3c8,8,T037,2,RECHECK
V2-b1ba3a2c26b3,8,T037,2,RECHECK
V2-e24e87ff705a,8,T037,2,RECHECK
V2-0ddd569e7dbf,8,T037,2,RECHECK
V2-7d7b5de19751,7,T019,3,RECHECK
V2-8d6f69d57013,7,T019,3,RECHECK
V2-bc4693f7c073,7,T019,3,RECHECK
V2-5f10e7a81833,8,T042,3,RECHECK
V2-d10adfc01445,8,T042,3,RECHECK
V2-24a520b80d90,8,T042,3,RECHECK
V2-331ec492a1a0,8,T042,3,RECHECK
V2-5449b72e2e08,8,T042,3,RECHECK
V2-d4734870c4ec,8,T009,1,RECHECK
V2-c78799c3cea6,8,T009,1,RECHECK
V2-a7e9cb4a91d8,8,T009,1,RECHECK
V2-4f6579f9d8f8,8,T009,1,RECHECK
V2-e9648532c683,8,T009,1,RECHECK
V2-14cd771d40b5,8,T011,3,RECHECK
V2-f57b778105d6,8,T011,3,RECHECK
V2-ffabc1388672,8,T011,3,RECHECK
V2-79f802f0a836,8,T011,3,RECHECK
V2-7e7f3bdd7b6e,8,T017,1,RECHECK
V2-6b249a1858b1,8,T017,1,RECHECK
V2-c7d6689c1780,8,T017,1,RECHECK
V2-47ee361d4a14,8,T017,1,RECHECK
V2-962b2233565b,8,T017,1,RECHECK
V2-5658b056c0fa,8,T009,3,RECHECK
V2-06f14c2460d0,8,T009,3,RECHECK
V2-48dd6b6bdac5,8,T009,3,RECHECK
V2-a984e0edebf4,8,T009,3,RECHECK
V2-ca8dca21d36c,8,T009,3,RECHECK
V2-9405afd81e9e,8,T037,3,RECHECK
V2-1f10f900628c,8,T037,3,RECHECK
V2-91af18137859,8,T037,3,RECHECK
V2-15c0e8498af6,8,T037,3,RECHECK
V2-726d267dc5ef,8,T037,3,RECHECK
V2-89f34fa0c36e,8,T009,2,RECHECK
V2-8b18e71fbe9b,8,T009,2,RECHECK
V2-beea2ad06f6c,8,T009,2,RECHECK
V2-4f8854bc34f1,8,T009,2,RECHECK
V2-703fc0a200b9,8,T009,2,RECHECK
V2-eb5641c78e13,9,T038,1,RECHECK
V2-c33beac1c6a7,9,T038,1,RECHECK
V2-5ef365b09e01,9,T038,1,RECHECK
V2-6cf114881661,9,T038,1,RECHECK
V2-c46239a5914b,9,T038,1,RECHECK
V2-89444c5d2d6b,9,T038,3,RECHECK
V2-bbed8fdb22ea,9,T038,3,RECHECK
V2-7d448b5270d9,9,T038,3,RECHECK
V2-038edbb6f7f0,9,T038,3,RECHECK
V2-6ec3299c3413,9,T038,3,RECHECK
V2-728c0a4a5483,9,T020,2,RECHECK
V2-b34a5fef8722,9,T020,2,RECHECK
V2-2e7baa9b4eb0,9,T020,2,RECHECK
V2-526b76a3880b,9,T020,2,RECHECK
V2-c2798b120f26,9,T020,2,RECHECK
V2-e77218989d1a,9,T020,1,RECHECK
V2-f3b0646c0ac7,9,T020,1,RECHECK
V2-1439cc0b7590,9,T020,1,RECHECK
V2-90b2b22bd270,9,T020,1,RECHECK
V2-31daff8e419e,9,T020,1,RECHECK
V2-a0ff17466ea0,9,T038,2,RECHECK
V2-59f0477d8098,9,T038,2,RECHECK
V2-96d9cbd93b8e,9,T038,2,RECHECK
V2-6a2b61a23d0f,9,T038,2,RECHECK
V2-ba49692a5536,9,T038,2,RECHECK
V2-27c65129959e,9,T010,1,RECHECK
V2-dd30ef6015de,9,T010,1,RECHECK
V2-e0abbf0ee017,9,T010,1,RECHECK
V2-401e021c0e19,9,T010,1,RECHECK
V2-9ae8bff5e35e,9,T010,1,RECHECK
V2-59e80023443a,8,T017,3,RECHECK
V2-4c98af0c3fff,8,T017,3,RECHECK
V2-f6856f2ce2a0,8,T017,3,RECHECK
V2-36da85b8b3f8,8,T017,3,RECHECK
V2-b2591f9d40fc,8,T017,3,RECHECK
V2-0a3475a08062,9,T020,3,RECHECK
V2-2a129d512fb4,9,T020,3,RECHECK
V2-b840584a3d44,9,T020,3,RECHECK
V2-79026c61478d,9,T020,3,RECHECK
V2-271d2ee082fe,8,T017,2,RECHECK
V2-4d35f914a60a,8,T017,2,RECHECK
V2-9009ca726d0f,8,T017,2,RECHECK
V2-7ba4802a9405,8,T017,2,RECHECK
V2-2584c1f4776c,9,T015,1,RECHECK
V2-889ebafc36aa,9,T015,1,RECHECK
V2-c1b4008cc71d,9,T015,1,RECHECK
V2-cdf4f2df9789,9,T015,1,RECHECK
V2-0e5d5de8aaf2,9,T015,1,RECHECK
V2-74b6e7883647,9,T036,1,RECHECK
V2-edb1eef8c69a,9,T036,1,RECHECK
V2-e7207dbd449b,9,T036,1,RECHECK
V2-beab6817f030,9,T036,1,RECHECK
V2-2c50b8498f8f,9,T036,1,RECHECK
V2-85a08fc11680,9,T010,3,RECHECK
V2-0a13bef00a6b,9,T010,3,RECHECK
V2-8e0bb89e39e8,9,T010,3,RECHECK
V2-5325d0aa6fe4,9,T010,3,RECHECK
V2-da78c96a1d79,9,T010,3,RECHECK
V2-7f21d80cea09,9,T015,3,RECHECK
V2-8116965e7308,9,T015,3,RECHECK
V2-1dbc704154bf,9,T015,3,RECHECK
V2-e500fbe40715,9,T015,3,RECHECK
V2-8bf350261876,9,T015,3,RECHECK
V2-a4079e63d655,9,T010,2,RECHECK
V2-3e61637b90a0,9,T010,2,RECHECK
V2-9aff1d5e2a7f,9,T010,2,RECHECK
V2-4adb4fe35708,9,T010,2,RECHECK
V2-63cdda22bb89,9,T010,2,RECHECK
V2-3a3cfcc7eb2e,9,T035,1,RECHECK
V2-85f69b403e4c,9,T035,1,RECHECK
V2-efe7db3a0f70,9,T035,1,RECHECK
V2-68265ce9bb6f,9,T035,1,RECHECK
V2-4ba649f8113a,9,T035,1,RECHECK
V2-d20c0fd8af0e,9,T015,2,RECHECK
V2-e2daa937d27f,9,T015,2,RECHECK
V2-532247a9c1ac,9,T015,2,RECHECK
V2-413db2bdb0f4,9,T015,2,RECHECK
V2-832fc03f2e11,9,T015,2,RECHECK
V2-b4d5b4791d21,9,T036,2,RECHECK
V2-567272b0e4ff,9,T036,2,RECHECK
V2-3c4acc8d2a21,9,T036,2,RECHECK
V2-abbb4fa5561b,9,T036,2,RECHECK
V2-276fe5399f75,9,T036,2,RECHECK
V2-d1f384ee814f,10,T039,1,RECHECK
V2-959ff612951f,10,T039,1,RECHECK
V2-162219368b57,10,T039,1,RECHECK
V2-2eedf236109f,10,T039,1,RECHECK
V2-1f41e919cb6e,10,T039,1,RECHECK
V2-9e02f7d0d37d,10,T039,2,RECHECK
V2-f2ff2041c8c9,10,T039,2,RECHECK
V2-78f725e02ff5,10,T039,2,RECHECK
V2-f277a5544cc7,10,T039,2,RECHECK
V2-246a74fe7c39,10,T039,2,RECHECK
V2-abfe04e1e777,9,T035,2,RECHECK
V2-4b092c67cef7,9,T035,2,RECHECK
V2-54b61d626746,9,T035,2,RECHECK
V2-477b11eca189,9,T035,2,RECHECK
V2-d0c8e4bc53bd,9,T035,2,RECHECK
V2-9a7f6fcda5df,9,T036,3,RECHECK
V2-2e5bc29542e3,9,T036,3,RECHECK
V2-a63d1ca374e1,9,T036,3,RECHECK
V2-d269bdf1e6dd,9,T036,3,RECHECK
V2-2563b92155fa,9,T036,3,RECHECK
V2-e47288d90baa,10,T013,1,RECHECK
V2-84d766b6566f,10,T013,1,RECHECK
V2-e1b45a058f18,10,T013,1,RECHECK
V2-92516abf0ade,10,T013,1,RECHECK
V2-2859f7cff1c4,10,T013,1,RECHECK
V2-8f492ad8eb48,10,T013,2,RECHECK
V2-286091b95e37,10,T013,2,RECHECK
V2-f6f78c184d58,10,T013,2,RECHECK
V2-a4192b50ba8f,10,T013,2,RECHECK
V2-6ef8a67606c4,10,T013,2,RECHECK
V2-eb7356cdfce9,10,T014,1,RECHECK
V2-0f8a744722e4,10,T014,1,RECHECK
V2-0a497d4bc77e,10,T014,1,RECHECK
V2-7ca24456f4fc,10,T014,1,RECHECK
V2-ce23aed11635,10,T014,1,RECHECK
V2-4109a4108359,10,T014,2,RECHECK
V2-e5d3755c31af,10,T014,2,RECHECK
V2-c5c4824a064f,10,T014,2,RECHECK
V2-aa3c1037accd,10,T014,2,RECHECK
V2-114827f88788,10,T014,2,RECHECK
V2-78c5a72d4a2f,9,T035,3,RECHECK
V2-1f85a4fceaa0,9,T035,3,RECHECK
V2-4b1b3a5c204e,9,T035,3,RECHECK
V2-9684fa3d4073,9,T035,3,RECHECK
V2-13dfed528503,9,T035,3,RECHECK
V2-5a52d21f7258,10,T013,3,RECHECK
V2-f61ce0c766b8,10,T013,3,RECHECK
V2-e401ce33556b,10,T013,3,RECHECK
V2-31beb500b156,10,T013,3,RECHECK
V2-22ed2c688c04,10,T013,3,RECHECK
V2-16ea0bf7a28d,10,T028,1,RECHECK
V2-32c40336a1c1,10,T028,1,RECHECK
V2-dffeba45c55e,10,T028,1,RECHECK
V2-4e29a5a8a4ec,10,T028,1,RECHECK
V2-d0dc388ff7d9,10,T028,1,RECHECK
V2-f2fb2c55cc1d,10,T014,3,RECHECK
V2-22a411b78426,10,T014,3,RECHECK
V2-791d5ff692f8,10,T014,3,RECHECK
V2-b199f5ad5fd9,10,T014,3,RECHECK
V2-c21f6c253abd,10,T014,3,RECHECK
V2-feb293856ceb,10,T029,1,RECHECK
V2-fb25fe1569f9,10,T029,1,RECHECK
V2-a678ef17ddba,10,T029,1,RECHECK
V2-e56ad5c16af3,10,T029,1,RECHECK
V2-edfb22f70217,10,T029,1,RECHECK
V2-30a7d8f9188e,10,T039,3,RECHECK
V2-4322bb11898c,10,T039,3,RECHECK
V2-0dff70543576,10,T039,3,RECHECK
V2-ac2bccd1624e,10,T028,3,RECHECK
V2-9cc78664a5dd,10,T028,3,RECHECK
V2-d698f69e4256,10,T028,3,RECHECK
V2-1437decf46ad,10,T028,3,RECHECK
V2-dd09991250c9,10,T028,3,RECHECK
V2-3d7828eddcce,10,T028,2,RECHECK
V2-dd09991250c9,10,T028,2,RECHECK
V2-b2620585ffd6,10,T028,2,RECHECK
V2-a6c066fcd1f2,10,T028,2,RECHECK
V2-c5a8f772643d,10,T028,2,RECHECK
V2-7570c4a6294f,10,T030,1,RECHECK
V2-ce12cb92dced,10,T030,1,RECHECK
V2-769ad0fb7820,10,T030,1,RECHECK
V2-c0cbf3559482,10,T030,1,RECHECK
V2-602078f338ae,10,T030,1,RECHECK
V2-d778533d4b00,11,T021,1,RECHECK
V2-2d7205a29fcd,11,T021,1,RECHECK
V2-731b9daae406,11,T021,1,RECHECK
V2-6a008a1dc6fb,11,T021,1,RECHECK
V2-493a342de8be,11,T021,1,RECHECK
V2-65ceefabc841,10,T030,2,RECHECK
V2-d54fefd8bc6a,10,T030,2,RECHECK
V2-305a13beca45,10,T030,2,RECHECK
V2-28954c88123c,10,T030,2,RECHECK
V2-d4df36cfd77e,10,T030,2,RECHECK
V2-a55a12fe28ea,11,T021,2,RECHECK
V2-5cb2963cbb52,11,T021,2,RECHECK
V2-99cdb9bf9278,11,T021,2,RECHECK
V2-bc65655cb8ba,11,T021,2,RECHECK
V2-be639e17e5d7,11,T021,2,RECHECK
V2-b6e3e359593f,10,T029,2,RECHECK
V2-9b62c89b10ac,10,T029,2,RECHECK
V2-dfdf001dca29,10,T029,2,RECHECK
V2-1ba4368ce667,10,T029,2,RECHECK
V2-b73a977236a2,10,T029,2,RECHECK
V2-19e525cb60a0,11,T040,2,RECHECK
V2-f7cfa318ef02,11,T040,2,RECHECK
V2-d1e01b53ede4,11,T040,2,RECHECK
V2-553725594036,11,T040,2,RECHECK
V2-c1ad04198170,11,T040,2,RECHECK
V2-5868e24b1c3f,11,T040,1,RECHECK
V2-a1db1bb6d920,11,T040,1,RECHECK
V2-aaac87f7175a,11,T040,1,RECHECK
V2-717ee0a5e145,11,T040,1,RECHECK
V2-813b369e80d4,11,T040,1,RECHECK
V2-c7523b0bd9a9,10,T030,3,RECHECK
V2-6cccc2a1b833,10,T030,3,RECHECK
V2-fba493e45888,10,T030,3,RECHECK
V2-f7374f612caa,10,T030,3,RECHECK
V2-46888f349510,10,T030,3,RECHECK
V2-b0ef084fc2d3,11,T034,1,RECHECK
V2-6c32d699e49e,11,T034,1,RECHECK
V2-54517e2ae207,11,T034,1,RECHECK
V2-7b0514343ed7,11,T034,1,RECHECK
V2-41148ab678ce,11,T034,1,RECHECK
V2-804fc3dd8901,11,T034,2,RECHECK
V2-d4d6355306bf,11,T034,2,RECHECK
V2-62a2874af47b,11,T034,2,RECHECK
