cell_key,grade,level,theme_id,theme_name,subtopic_idx,subtopic,current_count,needed,reinstatements_available,reinstatements_usable,adjusted_needed
G7|L5|T003|S2,7,5,T003,Вероятность и комбинаторика,2,Условная вероятность и формула Байеса,0,5,0,0,5
G7|L5|T003|S1,7,5,T003,Вероятность и комбинаторика,1,Классическая вероятность,0,5,1,1,4
G11|L5|T021|S1,11,5,T021,Производная и её применение,1,Исследование функций с помощью производной,1,4,0,0,4
G5|L5|T002|S1,5,5,T002,Арифметика и теория чисел,1,"НОД, НОК, алгоритм Евклида",1,4,0,0,4
G5|L5|T002|S2,5,5,T002,Арифметика и теория чисел,2,Сравнения по модулю (a ≡ b mod n),1,4,0,0,4
G5|L5|T004|S0,5,5,T004,Графы: основные понятия,0,"Графы: определения, изоморфизм",1,4,0,0,4
G5|L5|T005|S2,5,5,T005,Дополнительные задачи и смешанные темы,2,Прикладные задачи,1,4,0,0,4
G6|L5|T018|S1,6,5,T018,Планиметрия: площадь,1,Площадь круга и его частей,1,4,0,0,4
G5|L5|T024|S0,5,5,T024,Решение задач: анализ и интерпретация,0,Оценка и прикидка,2,3,0,0,3
G6|L5|T018|S0,6,5,T018,Планиметрия: площадь,0,Площади подобных фигур,2,3,0,0,3
G5|L4|T022|S2,5,4,T022,"Проценты, отношения и пропорции",2,Прямая и обратная пропорциональность,3,2,0,0,2
G7|L5|T023|S1,7,5,T023,Рациональные уравнения и неравенства,1,Метод замены переменной в рациональных уравнениях,3,2,0,0,2
G10|L4|T013|S0,10,4,T013,Неравенства: показательные и логарифмические,0,Логарифмические неравенства,5,0,0,0,0
G10|L4|T013|S1,10,4,T013,Неравенства: показательные и логарифмические,1,Показательные неравенства,5,0,0,0,0
G10|L4|T013|S2,10,4,T013,Неравенства: показательные и логарифмические,2,Системы показательных и логарифмических неравенств,5,0,0,0,0
G10|L4|T014|S0,10,4,T014,Неравенства: тригонометрические,0,Неравенства с обр. тригонометрическими функциями,5,0,0,0,0
G10|L4|T014|S1,10,4,T014,Неравенства: тригонометрические,1,"Простейшие тригонометрические неравенства с sin, cos",5,0,0,0,0
G10|L4|T014|S2,10,4,T014,Неравенства: тригонометрические,2,"Простейшие тригонометрические неравенства с tg, ctg",5,0,0,0,0
G10|L4|T028|S0,10,4,T028,Стереометрия: аксиомы и прямые,0,Аксиомы стереометрии,5,0,0,0,0
G10|L4|T028|S1,10,4,T028,Стереометрия: аксиомы и прямые,1,Взаимное расположение прямых в пространстве,5,0,0,0,0
G10|L4|T028|S2,10,4,T028,Стереометрия: аксиомы и прямые,2,Скрещивающиеся прямые,5,0,0,0,0
G10|L4|T029|S0,10,4,T029,Стереометрия: многогранники,0,"Параллелепипеды, призмы",5,0,0,0,0
G10|L4|T029|S1,10,4,T029,Стереометрия: многогранники,1,Пирамиды,5,0,0,0,0
G10|L4|T029|S2,10,4,T029,Стереометрия: многогранники,2,Правильные многогранники,5,0,0,0,0
G10|L4|T030|S0,10,4,T030,Стереометрия: тела вращения,0,"Конус, цилиндр",5,0,0,0,0
G10|L4|T030|S1,10,4,T030,Стереометрия: тела вращения,1,"Сфера, шар",5,0,0,0,0
G10|L4|T030|S2,10,4,T030,Стереометрия: тела вращения,2,"Тела вращения: сечения, комбинации",5,0,0,0,0
G10|L4|T039|S0,10,4,T039,Уравнения: показательные и логарифмические,0,Логарифмические уравнения,5,0,0,0,0
G10|L4|T039|S1,10,4,T039,Уравнения: показательные и логарифмические,1,Показательные уравнения,5,0,0,0,0
G10|L4|T039|S2,10,4,T039,Уравнения: показательные и логарифмические,2,Системы показательных и логарифмических уравнений,5,0,0,0,0
G10|L5|T013|S0,10,5,T013,Неравенства: показательные и логарифмические,0,Логарифмические неравенства,5,0,0,0,0
G10|L5|T013|S1,10,5,T013,Неравенства: показательные и логарифмические,1,Показательные неравенства,5,0,0,0,0
G10|L5|T013|S2,10,5,T013,Неравенства: показательные и логарифмические,2,Системы показательных и логарифмических неравенств,5,0,0,0,0
G10|L5|T014|S0,10,5,T014,Неравенства: тригонометрические,0,Неравенства с обр. тригонометрическими функциями,5,0,0,0,0
G10|L5|T014|S1,10,5,T014,Неравенства: тригонометрические,1,"Простейшие тригонометрические неравенства с sin, cos",5,0,0,0,0
G10|L5|T014|S2,10,5,T014,Неравенства: тригонометрические,2,"Простейшие тригонометрические неравенства с tg, ctg",5,0,0,0,0
G10|L5|T028|S0,10,5,T028,Стереометрия: аксиомы и прямые,0,Аксиомы стереометрии,5,0,0,0,0
G10|L5|T028|S1,10,5,T028,Стереометрия: аксиомы и прямые,1,Взаимное расположение прямых в пространстве,5,0,0,0,0
G10|L5|T028|S2,10,5,T028,Стереометрия: аксиомы и прямые,2,Скрещивающиеся прямые,5,0,0,0,0
G10|L5|T029|S0,10,5,T029,Стереометрия: многогранники,0,"Параллелепипеды, призмы",5,0,0,0,0
G10|L5|T029|S1,10,5,T029,Стереометрия: многогранники,1,Пирамиды,5,0,0,0,0
G10|L5|T029|S2,10,5,T029,Стереометрия: многогранники,2,Правильные многогранники,5,0,0,0,0
G10|L5|T030|S0,10,5,T030,Стереометрия: тела вращения,0,"Конус, цилиндр",5,0,0,0,0
G10|L5|T030|S1,10,5,T030,Стереометрия: тела вращения,1,"Сфера, шар",5,0,0,0,0
G10|L5|T030|S2,10,5,T030,Стереометрия: тела вращения,2,"Тела вращения: сечения, комбинации",5,0,0,0,0
G10|L5|T039|S0,10,5,T039,Уравнения: показательные и логарифмические,0,Логарифмические уравнения,5,0,0,0,0
G10|L5|T039|S1,10,5,T039,Уравнения: показательные и логарифмические,1,Показательные уравнения,5,0,0,0,0
G10|L5|T039|S2,10,5,T039,Уравнения: показательные и логарифмические,2,Системы показательных и логарифмических уравнений,5,0,0,0,0
G11|L4|T001|S0,11,4,T001,Алгебра: теория групп,0,Группы: определения и примеры,5,0,0,0,0
G11|L4|T001|S1,11,4,T001,Алгебра: теория групп,1,"Группы: подгруппы, смежные классы",5,0,0,0,0
G11|L4|T001|S2,11,4,T001,Алгебра: теория групп,2,Гомоморфизмы и факторгруппы,5,0,0,0,0
G11|L4|T021|S0,11,4,T021,Производная и её применение,0,Геометрический смысл производной,5,0,0,0,0
G11|L4|T021|S1,11,4,T021,Производная и её применение,1,Исследование функций с помощью производной,5,0,0,0,0
G11|L4|T021|S2,11,4,T021,Производная и её применение,2,Правила и формулы дифференцирования,5,0,0,0,0
G11|L4|T031|S0,11,4,T031,Стереометрия: угол и расстояние,0,Расстояние от точки до плоскости,5,0,0,0,0
G11|L4|T031|S1,11,4,T031,Стереометрия: угол и расстояние,1,Угол между плоскостями (двугранный угол),5,0,0,0,0
G11|L4|T031|S2,11,4,T031,Стереометрия: угол и расстояние,2,Угол между прямой и плоскостью,5,0,0,0,0
G11|L4|T034|S0,11,4,T034,Теория вероятностей: дискретные распределения,0,Биномиальное распределение,5,0,0,0,0
G11|L4|T034|S1,11,4,T034,Теория вероятностей: дискретные распределения,1,Дискретные случайные величины,5,0,0,0,0
G11|L4|T034|S2,11,4,T034,Теория вероятностей: дискретные распределения,2,Математическое ожидание и дисперсия,5,0,0,0,0
G11|L4|T040|S0,11,4,T040,Уравнения: тригонометрические системы,0,Системы тригонометрических уравнений,5,0,0,0,0
G11|L4|T040|S1,11,4,T040,Уравнения: тригонометрические системы,1,Тригонометрические уравнения с параметром,5,0,0,0,0
G11|L4|T040|S2,11,4,T040,Уравнения: тригонометрические системы,2,Тригонометрические уравнения с отбором корней,5,0,0,0,0
G11|L4|T041|S0,11,4,T041,"Числа, индукция, алгоритмы",0,Алгоритмы и вычисления,5,0,0,0,0
G11|L4|T041|S1,11,4,T041,"Числа, индукция, алгоритмы",1,Комплексные числа,5,0,0,0,0
G11|L4|T041|S2,11,4,T041,"Числа, индукция, алгоритмы",2,Метод математической индукции,5,0,0,0,0
G11|L4|T043|S0,11,4,T043,Стереометрия: объёмы и сечения,0,Объём многогранников,5,0,0,0,0
G11|L4|T043|S1,11,4,T043,Стереометрия: объёмы и сечения,1,Объём тел вращения,5,0,0,0,0
G11|L4|T043|S2,11,4,T043,Стереометрия: объёмы и сечения,2,Сечения многогранников,5,0,0,0,0
G11|L5|T001|S0,11,5,T001,Алгебра: теория групп,0,Группы: определения и примеры,5,0,0,0,0
G11|L5|T021|S0,11,5,T021,Производная и её применение,0,Геометрический смысл производной,5,0,0,0,0
G11|L5|T021|S2,11,5,T021,Производная и её применение,2,Правила и формулы дифференцирования,5,0,0,0,0
G11|L5|T031|S0,11,5,T031,Стереометрия: угол и расстояние,0,Расстояние от точки до плоскости,5,0,0,0,0
G11|L5|T031|S1,11,5,T031,Стереометрия: угол и расстояние,1,Угол между плоскостями (двугранный угол),5,0,0,0,0
G11|L5|T031|S2,11,5,T031,Стереометрия: угол и расстояние,2,Угол между прямой и плоскостью,5,0,0,0,0
G11|L5|T034|S1,11,5,T034,Теория вероятностей: дискретные распределения,1,Дискретные случайные величины,5,0,0,0,0
G11|L5|T034|S2,11,5,T034,Теория вероятностей: дискретные распределения,2,Математическое ожидание и дисперсия,5,0,0,0,0
G11|L5|T040|S0,11,5,T040,Уравнения: тригонометрические системы,0,Системы тригонометрических уравнений,5,0,0,0,0
G11|L5|T040|S1,11,5,T040,Уравнения: тригонометрические системы,1,Тригонометрические уравнения с параметром,5,0,0,0,0
G11|L5|T040|S2,11,5,T040,Уравнения: тригонометрические системы,2,Тригонометрические уравнения с отбором корней,5,0,0,0,0
G11|L5|T041|S0,11,5,T041,"Числа, индукция, алгоритмы",0,Алгоритмы и вычисления,5,0,0,0,0
G11|L5|T041|S1,11,5,T041,"Числа, индукция, алгоритмы",1,Комплексные числа,5,0,0,0,0
G11|L5|T041|S2,11,5,T041,"Числа, индукция, алгоритмы",2,Метод математической индукции,5,0,0,0,0
G11|L5|T043|S0,11,5,T043,Стереометрия: объёмы и сечения,0,Объём многогранников,5,0,0,0,0
G11|L5|T043|S2,11,5,T043,Стереометрия: объёмы и сечения,2,Сечения многогранников,5,0,0,0,0
G5|L4|T002|S0,5,4,T002,Арифметика и теория чисел,0,Делимость и остатки,5,0,2,0,0
G5|L4|T002|S1,5,4,T002,Арифметика и теория чисел,1,"НОД, НОК, алгоритм Евклида",5,0,1,0,0
G5|L4|T002|S2,5,4,T002,Арифметика и теория чисел,2,Сравнения по модулю (a ≡ b mod n),5,0,0,0,0
G5|L4|T004|S0,5,4,T004,Графы: основные понятия,0,"Графы: определения, изоморфизм",5,0,0,0,0
G5|L4|T004|S1,5,4,T004,Графы: основные понятия,1,"Маршруты, цепи, циклы, Эйлеровы графы",5,0,0,0,0
G5|L4|T005|S2,5,4,T005,Дополнительные задачи и смешанные темы,2,Прикладные задачи,5,0,0,0,0
G5|L4|T008|S0,5,4,T008,Логика и множества,0,Булевы функции и их минимизация,5,0,0,0,0
G5|L4|T008|S2,5,4,T008,Логика и множества,2,Множества и операции над ними,5,0,0,0,0
G5|L4|T022|S0,5,4,T022,"Проценты, отношения и пропорции",0,Задачи на проценты,5,0,0,0,0
G5|L4|T022|S1,5,4,T022,"Проценты, отношения и пропорции",1,Пропорции и отношения,5,0,0,0,0
G5|L4|T024|S0,5,4,T024,Решение задач: анализ и интерпретация,0,Оценка и прикидка,5,0,0,0,0
G5|L4|T024|S1,5,4,T024,Решение задач: анализ и интерпретация,1,Проверка решения и поиск ошибок,5,0,0,0,0
G5|L4|T024|S2,5,4,T024,Решение задач: анализ и интерпретация,2,Составление плана решения,5,0,0,0,0
G5|L5|T002|S0,5,5,T002,Арифметика и теория чисел,0,Делимость и остатки,5,0,0,0,0
G5|L5|T008|S2,5,5,T008,Логика и множества,2,Множества и операции над ними,5,0,0,0,0
G6|L4|T006|S0,6,4,T006,Комбинаторика и вероятность,0,Перестановки и факториалы,5,0,0,0,0
G6|L4|T006|S1,6,4,T006,Комбинаторика и вероятность,1,Правила сложения и умножения в комбинаторике,5,0,0,0,0
G6|L4|T006|S2,6,4,T006,Комбинаторика и вероятность,2,Размещения и сочетания,5,0,0,0,0
G6|L4|T007|S0,6,4,T007,Комбинаторика и теория игр,0,Выигрышные и проигрышные позиции,5,0,0,0,0
G6|L4|T007|S1,6,4,T007,Комбинаторика и теория игр,1,Игры с симметричной стратегией,5,0,0,0,0
G6|L4|T007|S2,6,4,T007,Комбинаторика и теория игр,2,Стратегия и анализ игр,5,0,0,0,0
G6|L4|T016|S0,6,4,T016,Планиметрия: многоугольники,0,"Многоугольники: виды, свойства",5,0,0,0,0
G6|L4|T016|S1,6,4,T016,Планиметрия: многоугольники,1,Параллелограммы и трапеции,5,0,0,0,0
G6|L4|T016|S2,6,4,T016,Планиметрия: многоугольники,2,"Треугольники: виды, свойства",5,0,0,0,0
G6|L4|T018|S0,6,4,T018,Планиметрия: площадь,0,Площади подобных фигур,5,0,0,0,0
G6|L4|T018|S1,6,4,T018,Планиметрия: площадь,1,Площадь круга и его частей,5,0,0,0,0
G6|L4|T018|S2,6,4,T018,Планиметрия: площадь,2,Формулы площади треугольника и четырёхугольника,5,0,0,0,0
G6|L4|T032|S0,6,4,T032,Текстовые задачи: движение,0,Движение в противоположных направлениях,5,0,0,0,0
G6|L4|T032|S1,6,4,T032,Текстовые задачи: движение,1,Движение по воде,5,0,0,0,0
G6|L4|T032|S2,6,4,T032,Текстовые задачи: движение,2,Движение по кругу,5,0,0,0,0
G6|L4|T033|S0,6,4,T033,Текстовые задачи: производительность и смеси,0,"Задачи на концентрацию, сплавы, смеси",5,0,0,0,0
G6|L4|T033|S1,6,4,T033,Текстовые задачи: производительность и смеси,1,Задачи на совместную работу,5,0,0,0,0
G6|L4|T033|S2,6,4,T033,Текстовые задачи: производительность и смеси,2,Задачи на производительность труда,5,0,0,0,0
G6|L5|T006|S0,6,5,T006,Комбинаторика и вероятность,0,Перестановки и факториалы,5,0,0,0,0
G6|L5|T006|S1,6,5,T006,Комбинаторика и вероятность,1,Правила сложения и умножения в комбинаторике,5,0,0,0,0
G6|L5|T016|S0,6,5,T016,Планиметрия: многоугольники,0,"Многоугольники: виды, свойства",5,0,0,0,0
G6|L5|T016|S2,6,5,T016,Планиметрия: многоугольники,2,"Треугольники: виды, свойства",5,0,0,0,0
G6|L5|T032|S0,6,5,T032,Текстовые задачи: движение,0,Движение в противоположных направлениях,5,0,0,0,0
G6|L5|T032|S2,6,5,T032,Текстовые задачи: движение,2,Движение по кругу,5,0,0,0,0
G7|L4|T003|S0,7,4,T003,Вероятность и комбинаторика,0,Геометрическая вероятность,5,0,0,0,0
G7|L4|T003|S1,7,4,T003,Вероятность и комбинаторика,1,Классическая вероятность,5,0,0,0,0
G7|L4|T003|S2,7,4,T003,Вероятность и комбинаторика,2,Условная вероятность и формула Байеса,5,0,0,0,0
G7|L4|T019|S0,7,4,T019,Планиметрия: треугольники,0,Подобие треугольников,5,0,0,0,0
G7|L4|T019|S1,7,4,T019,Планиметрия: треугольники,1,Признаки равенства треугольников,5,0,0,0,0
G7|L4|T019|S2,7,4,T019,Планиметрия: треугольники,2,Теорема Пифагора,5,0,0,0,0
G7|L4|T023|S0,7,4,T023,Рациональные уравнения и неравенства,0,Дробно-рациональные уравнения,5,0,0,0,0
G7|L4|T023|S1,7,4,T023,Рациональные уравнения и неравенства,1,Метод замены переменной в рациональных уравнениях,5,0,0,0,0
G7|L4|T023|S2,7,4,T023,Рациональные уравнения и неравенства,2,Рациональные уравнения,5,0,0,0,0
G7|L4|T025|S0,7,4,T025,Решение уравнений: методы замены,0,Замена переменной (подстановка),5,0,0,0,0
G7|L4|T025|S1,7,4,T025,Решение уравнений: методы замены,1,Использование симметрии,5,0,0,0,0
G7|L4|T025|S2,7,4,T025,Решение уравнений: методы замены,2,Сведение к системе уравнений,5,0,0,0,0
G7|L4|T026|S0,7,4,T026,Решение уравнений: разложение на множители,0,Вынесение общего множителя и группировка,5,0,0,0,0
G7|L4|T026|S1,7,4,T026,Решение уравнений: разложение на множители,1,Использование формул сокращённого умножения,5,0,0,0,0
G7|L4|T026|S2,7,4,T026,Решение уравнений: разложение на множители,2,Разложение квадратного трёхчлена,5,0,0,0,0
G7|L4|T027|S0,7,4,T027,Системы уравнений,0,Графический метод решения систем,5,0,0,0,0
G7|L4|T027|S1,7,4,T027,Системы уравнений,1,Метод подстановки,5,0,0,0,0
G7|L4|T027|S2,7,4,T027,Системы уравнений,2,Системы линейных уравнений,5,0,0,0,0
G7|L5|T003|S0,7,5,T003,Вероятность и комбинаторика,0,Геометрическая вероятность,5,0,0,0,0
G7|L5|T019|S0,7,5,T019,Планиметрия: треугольники,0,Подобие треугольников,5,0,0,0,0
G7|L5|T019|S1,7,5,T019,Планиметрия: треугольники,1,Признаки равенства треугольников,5,0,0,0,0
G7|L5|T019|S2,7,5,T019,Планиметрия: треугольники,2,Теорема Пифагора,5,0,0,0,0
G7|L5|T023|S0,7,5,T023,Рациональные уравнения и неравенства,0,Дробно-рациональные уравнения,5,0,0,0,0
G7|L5|T023|S2,7,5,T023,Рациональные уравнения и неравенства,2,Рациональные уравнения,5,0,0,0,0
G7|L5|T025|S0,7,5,T025,Решение уравнений: методы замены,0,Замена переменной (подстановка),5,0,0,0,0
G7|L5|T025|S1,7,5,T025,Решение уравнений: методы замены,1,Использование симметрии,5,0,0,0,0
G7|L5|T025|S2,7,5,T025,Решение уравнений: методы замены,2,Сведение к системе уравнений,5,0,0,0,0
G7|L5|T026|S0,7,5,T026,Решение уравнений: разложение на множители,0,Вынесение общего множителя и группировка,5,0,0,0,0
G7|L5|T026|S1,7,5,T026,Решение уравнений: разложение на множители,1,Использование формул сокращённого умножения,5,0,0,0,0
G7|L5|T026|S2,7,5,T026,Решение уравнений: разложение на множители,2,Разложение квадратного трёхчлена,5,0,0,0,0
G7|L5|T027|S0,7,5,T027,Системы уравнений,0,Графический метод решения систем,5,0,0,0,0
G7|L5|T027|S1,7,5,T027,Системы уравнений,1,Метод подстановки,5,0,0,0,0
G7|L5|T027|S2,7,5,T027,Системы уравнений,2,Системы линейных уравнений,5,0,0,0,0
G8|L4|T009|S0,8,4,T009,Метод координат: декартовы координаты,0,Координаты на прямой и плоскости,5,0,0,0,0
G8|L4|T009|S1,8,4,T009,Метод координат: декартовы координаты,1,"Расстояние между точками, середина отрезка",5,0,0,0,0
G8|L4|T009|S2,8,4,T009,Метод координат: декартовы координаты,2,Уравнения прямых и окружностей,5,0,0,0,0
G8|L4|T011|S0,8,4,T011,Неравенства: алгебраические неравенства,0,Доказательство неравенств,5,0,0,0,0
G8|L4|T011|S1,8,4,T011,Неравенства: алгебраические неравенства,1,Квадратные неравенства,5,0,0,0,0
G8|L4|T011|S2,8,4,T011,Неравенства: алгебраические неравенства,2,Неравенства с модулем,5,0,0,0,0
G8|L4|T012|S0,8,4,T012,Неравенства: метод интервалов и рациональные,0,Дробно-рациональные неравенства,5,0,0,0,0
G8|L4|T012|S1,8,4,T012,Неравенства: метод интервалов и рациональные,1,Иррациональные неравенства,5,0,0,0,0
G8|L4|T012|S2,8,4,T012,Неравенства: метод интервалов и рациональные,2,Метод интервалов для рациональных неравенств,5,0,0,0,0
G8|L4|T017|S0,8,4,T017,Планиметрия: окружность,0,Вписанные углы и их свойства,5,0,3,0,0
G8|L4|T017|S1,8,4,T017,Планиметрия: окружность,1,"Длина окружности, площадь круга и сектора",5,0,4,0,0
G8|L4|T017|S2,8,4,T017,Планиметрия: окружность,2,Касательные и секущие к окружности,5,0,0,0,0
G8|L4|T037|S0,8,4,T037,Уравнения с модулем,0,Графическое решение уравнений с модулем,5,0,0,0,0
G8|L4|T037|S1,8,4,T037,Уравнения с модулем,1,Метод интервалов для уравнений с модулем,5,0,0,0,0
G8|L4|T037|S2,8,4,T037,Уравнения с модулем,2,Уравнения с модулем,5,0,0,0,0
G8|L4|T042|S0,8,4,T042,Функции и графики,0,Графики функций: преобразования и сдвиги,5,0,0,0,0
G8|L4|T042|S1,8,4,T042,Функции и графики,1,Область определения и область значений,5,0,0,0,0
G8|L4|T042|S2,8,4,T042,Функции и графики,2,Построение графиков сложных функций,5,0,0,0,0
G8|L5|T009|S0,8,5,T009,Метод координат: декартовы координаты,0,Координаты на прямой и плоскости,5,0,0,0,0
G8|L5|T009|S1,8,5,T009,Метод координат: декартовы координаты,1,"Расстояние между точками, середина отрезка",5,0,0,0,0
G8|L5|T009|S2,8,5,T009,Метод координат: декартовы координаты,2,Уравнения прямых и окружностей,5,0,0,0,0
G8|L5|T011|S0,8,5,T011,Неравенства: алгебраические неравенства,0,Доказательство неравенств,5,0,0,0,0
G8|L5|T011|S1,8,5,T011,Неравенства: алгебраические неравенства,1,Квадратные неравенства,5,0,0,0,0
G8|L5|T011|S2,8,5,T011,Неравенства: алгебраические неравенства,2,Неравенства с модулем,5,0,0,0,0
G8|L5|T012|S0,8,5,T012,Неравенства: метод интервалов и рациональные,0,Дробно-рациональные неравенства,5,0,0,0,0
G8|L5|T012|S1,8,5,T012,Неравенства: метод интервалов и рациональные,1,Иррациональные неравенства,5,0,0,0,0
G8|L5|T012|S2,8,5,T012,Неравенства: метод интервалов и рациональные,2,Метод интервалов для рациональных неравенств,5,0,0,0,0
G8|L5|T017|S0,8,5,T017,Планиметрия: окружность,0,Вписанные углы и их свойства,5,0,1,0,0
G8|L5|T017|S1,8,5,T017,Планиметрия: окружность,1,"Длина окружности, площадь круга и сектора",5,0,3,0,0
G8|L5|T017|S2,8,5,T017,Планиметрия: окружность,2,Касательные и секущие к окружности,5,0,0,0,0
G8|L5|T037|S0,8,5,T037,Уравнения с модулем,0,Графическое решение уравнений с модулем,5,0,0,0,0
G8|L5|T037|S1,8,5,T037,Уравнения с модулем,1,Метод интервалов для уравнений с модулем,5,0,0,0,0
G8|L5|T037|S2,8,5,T037,Уравнения с модулем,2,Уравнения с модулем,5,0,0,0,0
G8|L5|T042|S0,8,5,T042,Функции и графики,0,Графики функций: преобразования и сдвиги,5,0,0,0,0
G8|L5|T042|S1,8,5,T042,Функции и графики,1,Область определения и область значений,5,0,0,0,0
G8|L5|T042|S2,8,5,T042,Функции и графики,2,Построение графиков сложных функций,5,0,0,0,0
G9|L4|T010|S0,9,4,T010,Метод координат: векторы,0,"Векторы: сложение, умножение на число",5,0,0,0,0
G9|L4|T010|S1,9,4,T010,Метод координат: векторы,1,"Координаты вектора, связь с точками",5,0,0,0,0
G9|L4|T010|S2,9,4,T010,Метод координат: векторы,2,Скалярное произведение векторов,5,0,0,0,0
G9|L4|T015|S0,9,4,T015,Неравенства: числовые наборы,0,Неравенства о среднем арифметическом и среднем геометрическом,5,0,5,0,0
G9|L4|T015|S1,9,4,T015,Неравенства: числовые наборы,1,Неравенства Чебышева и Маркова,5,0,13,0,0
G9|L4|T015|S2,9,4,T015,Неравенства: числовые наборы,2,"Цепочки неравенств, взвешенные средние",5,0,2,0,0
G9|L4|T020|S0,9,4,T020,Последовательности и прогрессии,0,Арифметическая прогрессия,5,0,0,0,0
G9|L4|T020|S1,9,4,T020,Последовательности и прогрессии,1,Геометрическая прогрессия,5,0,0,0,0
G9|L4|T020|S2,9,4,T020,Последовательности и прогрессии,2,Суммы последовательностей,5,0,0,0,0
G9|L4|T035|S0,9,4,T035,Тригонометрические уравнения,0,Однородные тригонометрические уравнения,5,0,0,0,0
G9|L4|T035|S1,9,4,T035,Тригонометрические уравнения,1,Отбор корней в тригонометрических уравнениях,5,0,0,0,0
G9|L4|T035|S2,9,4,T035,Тригонометрические уравнения,2,Простейшие тригонометрические уравнения,5,0,0,0,0
G9|L4|T036|S0,9,4,T036,Тригонометрия: преобразования,0,Основное тригонометрическое тождество,5,0,0,0,0
G9|L4|T036|S1,9,4,T036,Тригонометрия: преобразования,1,Формулы приведения,5,0,0,0,0
G9|L4|T036|S2,9,4,T036,Тригонометрия: преобразования,2,Формулы сложения и двойного угла,5,0,0,0,0
G9|L4|T038|S0,9,4,T038,Уравнения: иррациональные,0,Иррациональные уравнения с одним корнем,5,0,0,0,0
G9|L4|T038|S1,9,4,T038,Уравнения: иррациональные,1,Иррациональные уравнения с несколькими корнями,5,0,4,0,0
G9|L4|T038|S2,9,4,T038,Уравнения: иррациональные,2,Метод замены в иррациональных уравнениях,5,0,9,0,0
G9|L5|T010|S0,9,5,T010,Метод координат: векторы,0,"Векторы: сложение, умножение на число",5,0,0,0,0
