cell_key,grade,level,theme_id,theme_name,subtopic_idx,subtopic,current_count,needed,current_levels
G7|L4|T025|S1,7,4,T025,Р РµС€РµРЅРёРµ СѓСЂР°РІРЅРµРЅРёР№: РјРµС‚РѕРґС‹ Р·Р°РјРµРЅС‹,1,РСЃРїРѕР»СЊР·РѕРІР°РЅРёРµ СЃРёРјРјРµС‚СЂРёРё,5,0,4
G7|L4|T025|S2,7,4,T025,Р РµС€РµРЅРёРµ СѓСЂР°РІРЅРµРЅРёР№: РјРµС‚РѕРґС‹ Р·Р°РјРµРЅС‹,2,РЎРІРµРґРµРЅРёРµ Рє СЃРёСЃС‚РµРјРµ СѓСЂР°РІРЅРµРЅРёР№,5,0,4
G7|L5|T025|S0,7,5,T025,Р РµС€РµРЅРёРµ СѓСЂР°РІРЅРµРЅРёР№: РјРµС‚РѕРґС‹ Р·Р°РјРµРЅС‹,0,Р—Р°РјРµРЅР° РїРµСЂРµРјРµРЅРЅРѕР№ (РїРѕРґСЃС‚Р°РЅРѕРІРєР°),5,0,5
G7|L5|T025|S1,7,5,T025,Р РµС€РµРЅРёРµ СѓСЂР°РІРЅРµРЅРёР№: РјРµС‚РѕРґС‹ Р·Р°РјРµРЅС‹,1,РСЃРїРѕР»СЊР·РѕРІР°РЅРёРµ СЃРёРјРјРµС‚СЂРёРё,5,0,5
G7|L5|T025|S2,7,5,T025,Р РµС€РµРЅРёРµ СѓСЂР°РІРЅРµРЅРёР№: РјРµС‚РѕРґС‹ Р·Р°РјРµРЅС‹,2,РЎРІРµРґРµРЅРёРµ Рє СЃРёСЃС‚РµРјРµ СѓСЂР°РІРЅРµРЅРёР№,5,0,5
G7|L4|T026|S0,7,4,T026,Р РµС€РµРЅРёРµ СѓСЂР°РІРЅРµРЅРёР№: СЂР°Р·Р»РѕР¶РµРЅРёРµ РЅР° РјРЅРѕР¶РёС‚РµР»Рё,0,Р’С‹РЅРµСЃРµРЅРёРµ РѕР±С‰РµРіРѕ РјРЅРѕР¶РёС‚РµР»СЏ Рё РіСЂСѓРїРїРёСЂРѕРІРєР°,5,0,4
G7|L4|T026|S1,7,4,T026,Р РµС€РµРЅРёРµ СѓСЂР°РІРЅРµРЅРёР№: СЂР°Р·Р»РѕР¶РµРЅРёРµ РЅР° РјРЅРѕР¶РёС‚РµР»Рё,1,РСЃРїРѕР»СЊР·РѕРІР°РЅРёРµ С„РѕСЂРјСѓР» СЃРѕРєСЂР°С‰С‘РЅРЅРѕРіРѕ СѓРјРЅРѕР¶РµРЅРёСЏ,5,0,4
G7|L4|T026|S2,7,4,T026,Р РµС€РµРЅРёРµ СѓСЂР°РІРЅРµРЅРёР№: СЂР°Р·Р»РѕР¶РµРЅРёРµ РЅР° РјРЅРѕР¶РёС‚РµР»Рё,2,Р Р°Р·Р»РѕР¶РµРЅРёРµ РєРІР°РґСЂР°С‚РЅРѕРіРѕ С‚СЂС‘С…С‡Р»РµРЅР°,5,0,4
G7|L5|T026|S0,7,5,T026,Р РµС€РµРЅРёРµ СѓСЂР°РІРЅРµРЅРёР№: СЂР°Р·Р»РѕР¶РµРЅРёРµ РЅР° РјРЅРѕР¶РёС‚РµР»Рё,0,Р’С‹РЅРµСЃРµРЅРёРµ РѕР±С‰РµРіРѕ РјРЅРѕР¶РёС‚РµР»СЏ Рё РіСЂСѓРїРїРёСЂРѕРІРєР°,5,0,5
G7|L5|T026|S1,7,5,T026,Р РµС€РµРЅРёРµ СѓСЂР°РІРЅРµРЅРёР№: СЂР°Р·Р»РѕР¶РµРЅРёРµ РЅР° РјРЅРѕР¶РёС‚РµР»Рё,1,РСЃРїРѕР»СЊР·РѕРІР°РЅРёРµ С„РѕСЂРјСѓР» СЃРѕРєСЂР°С‰С‘РЅРЅРѕРіРѕ СѓРјРЅРѕР¶РµРЅРёСЏ,5,0,5
G7|L5|T026|S2,7,5,T026,Р РµС€РµРЅРёРµ СѓСЂР°РІРЅРµРЅРёР№: СЂР°Р·Р»РѕР¶РµРЅРёРµ РЅР° РјРЅРѕР¶РёС‚РµР»Рё,2,Р Р°Р·Р»РѕР¶РµРЅРёРµ РєРІР°РґСЂР°С‚РЅРѕРіРѕ С‚СЂС‘С…С‡Р»РµРЅР°,5,0,5
G7|L4|T027|S0,7,4,T027,РЎРёСЃС‚РµРјС‹ СѓСЂР°РІРЅРµРЅРёР№,0,Р“СЂР°С„РёС‡РµСЃРєРёР№ РјРµС‚РѕРґ СЂРµС€РµРЅРёСЏ СЃРёСЃС‚РµРј,5,0,4
G7|L4|T027|S1,7,4,T027,РЎРёСЃС‚РµРјС‹ СѓСЂР°РІРЅРµРЅРёР№,1,РњРµС‚РѕРґ РїРѕРґСЃС‚Р°РЅРѕРІРєРё,5,0,4
G7|L4|T027|S2,7,4,T027,РЎРёСЃС‚РµРјС‹ СѓСЂР°РІРЅРµРЅРёР№,2,РЎРёСЃС‚РµРјС‹ Р»РёРЅРµР№РЅС‹С… СѓСЂР°РІРЅРµРЅРёР№,5,0,4
G7|L5|T027|S0,7,5,T027,РЎРёСЃС‚РµРјС‹ СѓСЂР°РІРЅРµРЅРёР№,0,Р“СЂР°С„РёС‡РµСЃРєРёР№ РјРµС‚РѕРґ СЂРµС€РµРЅРёСЏ СЃРёСЃС‚РµРј,5,0,5
G7|L5|T027|S1,7,5,T027,РЎРёСЃС‚РµРјС‹ СѓСЂР°РІРЅРµРЅРёР№,1,РњРµС‚РѕРґ РїРѕРґСЃС‚Р°РЅРѕРІРєРё,5,0,5
G7|L5|T027|S2,7,5,T027,РЎРёСЃС‚РµРјС‹ СѓСЂР°РІРЅРµРЅРёР№,2,РЎРёСЃС‚РµРјС‹ Р»РёРЅРµР№РЅС‹С… СѓСЂР°РІРЅРµРЅРёР№,5,0,5
G8|L4|T009|S0,8,4,T009,РњРµС‚РѕРґ РєРѕРѕСЂРґРёРЅР°С‚: РґРµРєР°СЂС‚РѕРІС‹ РєРѕРѕСЂРґРёРЅР°С‚С‹,0,РљРѕРѕСЂРґРёРЅР°С‚С‹ РЅР° РїСЂСЏРјРѕР№ Рё РїР»РѕСЃРєРѕСЃС‚Рё,5,0,4
G8|L4|T009|S1,8,4,T009,РњРµС‚РѕРґ РєРѕРѕСЂРґРёРЅР°С‚: РґРµРєР°СЂС‚РѕРІС‹ РєРѕРѕСЂРґРёРЅР°С‚С‹,1,"Р Р°СЃСЃС‚РѕСЏРЅРёРµ РјРµР¶РґСѓ С‚РѕС‡РєР°РјРё, СЃРµСЂРµРґРёРЅР° РѕС‚СЂРµР·РєР°",5,0,4
G8|L4|T009|S2,8,4,T009,РњРµС‚РѕРґ РєРѕРѕСЂРґРёРЅР°С‚: РґРµРєР°СЂС‚РѕРІС‹ РєРѕРѕСЂРґРёРЅР°С‚С‹,2,РЈСЂР°РІРЅРµРЅРёСЏ РїСЂСЏРјС‹С… Рё РѕРєСЂСѓР¶РЅРѕСЃС‚РµР№,5,0,4
G8|L5|T009|S0,8,5,T009,РњРµС‚РѕРґ РєРѕРѕСЂРґРёРЅР°С‚: РґРµРєР°СЂС‚РѕРІС‹ РєРѕРѕСЂРґРёРЅР°С‚С‹,0,РљРѕРѕСЂРґРёРЅР°С‚С‹ РЅР° РїСЂСЏРјРѕР№ Рё РїР»РѕСЃРєРѕСЃС‚Рё,5,0,5
G8|L5|T009|S1,8,5,T009,РњРµС‚РѕРґ РєРѕРѕСЂРґРёРЅР°С‚: РґРµРєР°СЂС‚РѕРІС‹ РєРѕРѕСЂРґРёРЅР°С‚С‹,1,"Р Р°СЃСЃС‚РѕСЏРЅРёРµ РјРµР¶РґСѓ С‚РѕС‡РєР°РјРё, СЃРµСЂРµРґРёРЅР° РѕС‚СЂРµР·РєР°",5,0,5
G8|L5|T009|S2,8,5,T009,РњРµС‚РѕРґ РєРѕРѕСЂРґРёРЅР°С‚: РґРµРєР°СЂС‚РѕРІС‹ РєРѕРѕСЂРґРёРЅР°С‚С‹,2,РЈСЂР°РІРЅРµРЅРёСЏ РїСЂСЏРјС‹С… Рё РѕРєСЂСѓР¶РЅРѕСЃС‚РµР№,5,0,5
G8|L4|T011|S0,8,4,T011,РќРµСЂР°РІРµРЅСЃС‚РІР°: Р°Р»РіРµР±СЂР°РёС‡РµСЃРєРёРµ РЅРµСЂР°РІРµРЅСЃС‚РІР°,0,Р”РѕРєР°Р·Р°С‚РµР»СЊСЃС‚РІРѕ РЅРµСЂР°РІРµРЅСЃС‚РІ,5,0,4
G8|L4|T011|S1,8,4,T011,РќРµСЂР°РІРµРЅСЃС‚РІР°: Р°Р»РіРµР±СЂР°РёС‡РµСЃРєРёРµ РЅРµСЂР°РІРµРЅСЃС‚РІР°,1,РљРІР°РґСЂР°С‚РЅС‹Рµ РЅРµСЂР°РІРµРЅСЃС‚РІР°,5,0,4
G8|L4|T011|S2,8,4,T011,РќРµСЂР°РІРµРЅСЃС‚РІР°: Р°Р»РіРµР±СЂР°РёС‡РµСЃРєРёРµ РЅРµСЂР°РІРµРЅСЃС‚РІР°,2,РќРµСЂР°РІРµРЅСЃС‚РІР° СЃ РјРѕРґСѓР»РµРј,5,0,4
G8|L5|T011|S0,8,5,T011,РќРµСЂР°РІРµРЅСЃС‚РІР°: Р°Р»РіРµР±СЂР°РёС‡РµСЃРєРёРµ РЅРµСЂР°РІРµРЅСЃС‚РІР°,0,Р”РѕРєР°Р·Р°С‚РµР»СЊСЃС‚РІРѕ РЅРµСЂР°РІРµРЅСЃС‚РІ,5,0,5
G8|L5|T011|S1,8,5,T011,РќРµСЂР°РІРµРЅСЃС‚РІР°: Р°Р»РіРµР±СЂР°РёС‡РµСЃРєРёРµ РЅРµСЂР°РІРµРЅСЃС‚РІР°,1,РљРІР°РґСЂР°С‚РЅС‹Рµ РЅРµСЂР°РІРµРЅСЃС‚РІР°,5,0,5
G8|L5|T011|S2,8,5,T011,РќРµСЂР°РІРµРЅСЃС‚РІР°: Р°Р»РіРµР±СЂР°РёС‡РµСЃРєРёРµ РЅРµСЂР°РІРµРЅСЃС‚РІР°,2,РќРµСЂР°РІРµРЅСЃС‚РІР° СЃ РјРѕРґСѓР»РµРј,5,0,5
