grade,section,theme_id,theme,level,approved_count,reserve_count,recheck_count,rejected_count,status,shortage
5,Комбинаторика и теория игр,G5_T005_S1,Комбинаторика и теория игр: Игры с симметричной стратегией,1,0,0,0,0,EMPTY,5
5,Комбинаторика и теория игр,G5_T005_S1,Комбинаторика и теория игр: Игры с симметричной стратегией,2,0,0,0,0,EMPTY,5
5,Комбинаторика и теория игр,G5_T005_S1,Комбинаторика и теория игр: Игры с симметричной стратегией,3,0,0,0,0,EMPTY,5
5,Комбинаторика и теория игр,G5_T005_S2,Комбинаторика и теория игр: Стратегия и анализ игр,1,0,0,0,0,EMPTY,5
5,Комбинаторика и теория игр,G5_T005_S2,Комбинаторика и теория игр: Стратегия и анализ игр,2,0,0,0,0,EMPTY,5
5,Комбинаторика и теория игр,G5_T005_S2,Комбинаторика и теория игр: Стратегия и анализ игр,3,0,0,0,0,EMPTY,5
5,Метод координат: декартовы координаты,G5_T008_S0,Метод координат: декартовы координаты: Координаты на прямой и плоскости,1,0,0,0,0,EMPTY,5
5,Метод координат: декартовы координаты,G5_T008_S0,Метод координат: декартовы координаты: Координаты на прямой и плоскости,2,0,0,0,0,EMPTY,5
5,Метод координат: декартовы координаты,G5_T008_S0,Метод координат: декартовы координаты: Координаты на прямой и плоскости,3,0,0,0,0,EMPTY,5
5,Метод координат: декартовы координаты,G5_T008_S1,"Метод координат: декартовы координаты: Расстояние между точками, середина отрезка",1,0,0,0,0,EMPTY,5
5,Метод координат: декартовы координаты,G5_T008_S1,"Метод координат: декартовы координаты: Расстояние между точками, середина отрезка",2,0,0,0,0,EMPTY,5
5,Метод координат: декартовы координаты,G5_T008_S1,"Метод координат: декартовы координаты: Расстояние между точками, середина отрезка",3,0,0,0,0,EMPTY,5
5,Метод координат: декартовы координаты,G5_T008_S2,Метод координат: декартовы координаты: Уравнения прямых и окружностей,1,0,0,0,0,EMPTY,5
5,Метод координат: декартовы координаты,G5_T008_S2,Метод координат: декартовы координаты: Уравнения прямых и окружностей,2,0,0,0,0,EMPTY,5
5,Метод координат: декартовы координаты,G5_T008_S2,Метод координат: декартовы координаты: Уравнения прямых и окружностей,3,0,0,0,0,EMPTY,5
5,Рациональные уравнения и неравенства,G5_T022_S0,Рациональные уравнения и неравенства: Дробно-рациональные уравнения,1,0,0,0,0,EMPTY,5
5,Рациональные уравнения и неравенства,G5_T022_S0,Рациональные уравнения и неравенства: Дробно-рациональные уравнения,2,0,0,0,0,EMPTY,5
5,Рациональные уравнения и неравенства,G5_T022_S0,Рациональные уравнения и неравенства: Дробно-рациональные уравнения,3,0,0,0,0,EMPTY,5
5,Рациональные уравнения и неравенства,G5_T022_S1,Рациональные уравнения и неравенства: Метод замены переменной в рациональных уравнениях,1,0,0,0,0,EMPTY,5
5,Рациональные уравнения и неравенства,G5_T022_S1,Рациональные уравнения и неравенства: Метод замены переменной в рациональных уравнениях,2,0,0,0,0,EMPTY,5
5,Рациональные уравнения и неравенства,G5_T022_S1,Рациональные уравнения и неравенства: Метод замены переменной в рациональных уравнениях,3,0,0,0,0,EMPTY,5
5,Рациональные уравнения и неравенства,G5_T022_S2,Рациональные уравнения и неравенства: Целые рациональные уравнения (линейные и квадратные),1,0,0,0,0,EMPTY,5
5,Рациональные уравнения и неравенства,G5_T022_S2,Рациональные уравнения и неравенства: Целые рациональные уравнения (линейные и квадратные),2,0,0,0,0,EMPTY,5
5,Рациональные уравнения и неравенства,G5_T022_S2,Рациональные уравнения и неравенства: Целые рациональные уравнения (линейные и квадратные),3,0,0,0,0,EMPTY,5
5,Решение уравнений: методы замены,G5_T024_S0,Решение уравнений: методы замены: Замена переменной (подстановка),1,0,0,0,0,EMPTY,5
5,Решение уравнений: методы замены,G5_T024_S0,Решение уравнений: методы замены: Замена переменной (подстановка),2,0,0,0,0,EMPTY,5
5,Решение уравнений: методы замены,G5_T024_S0,Решение уравнений: методы замены: Замена переменной (подстановка),3,0,0,0,0,EMPTY,5
5,Решение уравнений: методы замены,G5_T024_S1,Решение уравнений: методы замены: Использование симметрии,1,0,0,0,0,EMPTY,5
5,Решение уравнений: методы замены,G5_T024_S1,Решение уравнений: методы замены: Использование симметрии,2,0,0,0,0,EMPTY,5
5,Решение уравнений: методы замены,G5_T024_S1,Решение уравнений: методы замены: Использование симметрии,3,0,0,0,0,EMPTY,5
5,Решение уравнений: методы замены,G5_T024_S2,Решение уравнений: методы замены: Сведение к системе уравнений,1,0,0,0,0,EMPTY,5
5,Решение уравнений: методы замены,G5_T024_S2,Решение уравнений: методы замены: Сведение к системе уравнений,2,0,0,0,0,EMPTY,5
5,Решение уравнений: методы замены,G5_T024_S2,Решение уравнений: методы замены: Сведение к системе уравнений,3,0,0,0,0,EMPTY,5
6,Комбинаторика: счётные техники,G6_T006_S0,Комбинаторика: счётные техники: Перестановки и факториалы,1,0,0,0,0,EMPTY,5
6,Комбинаторика: счётные техники,G6_T006_S0,Комбинаторика: счётные техники: Перестановки и факториалы,2,0,0,0,0,EMPTY,5
6,Комбинаторика: счётные техники,G6_T006_S0,Комбинаторика: счётные техники: Перестановки и факториалы,3,0,0,0,0,EMPTY,5
6,Комбинаторика: счётные техники,G6_T006_S1,Комбинаторика: счётные техники: Правила сложения и умножения в комбинаторике,1,0,0,0,0,EMPTY,5
6,Комбинаторика: счётные техники,G6_T006_S1,Комбинаторика: счётные техники: Правила сложения и умножения в комбинаторике,2,0,0,0,0,EMPTY,5
6,Комбинаторика: счётные техники,G6_T006_S1,Комбинаторика: счётные техники: Правила сложения и умножения в комбинаторике,3,0,0,0,0,EMPTY,5
6,Комбинаторика: счётные техники,G6_T006_S2,Комбинаторика: счётные техники: Размещения и сочетания,1,0,0,0,0,EMPTY,5
6,Комбинаторика: счётные техники,G6_T006_S2,Комбинаторика: счётные техники: Размещения и сочетания,2,0,0,0,0,EMPTY,5
6,Комбинаторика: счётные техники,G6_T006_S2,Комбинаторика: счётные техники: Размещения и сочетания,3,0,0,0,0,EMPTY,5
6,Логика и множества,G6_T007_S0,Логика и множества: Высказывания и предикаты,1,0,0,0,0,EMPTY,5
6,Логика и множества,G6_T007_S0,Логика и множества: Высказывания и предикаты,2,0,0,0,0,EMPTY,5
6,Логика и множества,G6_T007_S0,Логика и множества: Высказывания и предикаты,3,0,0,0,0,EMPTY,5
6,Логика и множества,G6_T007_S1,Логика и множества: Логические операции и таблицы истинности,1,0,0,0,0,EMPTY,5
6,Логика и множества,G6_T007_S1,Логика и множества: Логические операции и таблицы истинности,2,0,0,0,0,EMPTY,5
6,Логика и множества,G6_T007_S1,Логика и множества: Логические операции и таблицы истинности,3,0,0,0,0,EMPTY,5
6,Логика и множества,G6_T007_S2,Логика и множества: Множества и операции над ними,1,0,0,0,0,EMPTY,5
6,Логика и множества,G6_T007_S2,Логика и множества: Множества и операции над ними,2,0,0,0,0,EMPTY,5
6,Логика и множества,G6_T007_S2,Логика и множества: Множества и операции над ними,3,0,0,0,0,EMPTY,5
6,Планиметрия: окружность,G6_T016_S0,Планиметрия: окружность: Вписанные углы и их свойства,1,0,0,0,0,EMPTY,5
6,Планиметрия: окружность,G6_T016_S0,Планиметрия: окружность: Вписанные углы и их свойства,2,0,0,0,0,EMPTY,5
6,Планиметрия: окружность,G6_T016_S0,Планиметрия: окружность: Вписанные углы и их свойства,3,0,0,0,0,EMPTY,5
6,Планиметрия: окружность,G6_T016_S1,"Планиметрия: окружность: Длина окружности, площадь круга и сектора",1,0,0,0,0,EMPTY,5
6,Планиметрия: окружность,G6_T016_S1,"Планиметрия: окружность: Длина окружности, площадь круга и сектора",2,0,0,0,0,EMPTY,5
6,Планиметрия: окружность,G6_T016_S1,"Планиметрия: окружность: Длина окружности, площадь круга и сектора",3,0,0,0,0,EMPTY,5
6,Планиметрия: окружность,G6_T016_S2,Планиметрия: окружность: Касательные и секущие к окружности,1,0,0,0,0,EMPTY,5
6,Планиметрия: окружность,G6_T016_S2,Планиметрия: окружность: Касательные и секущие к окружности,2,0,0,0,0,EMPTY,5
6,Планиметрия: окружность,G6_T016_S2,Планиметрия: окружность: Касательные и секущие к окружности,3,0,0,0,0,EMPTY,5
6,Планиметрия: треугольники,G6_T018_S0,Планиметрия: треугольники: Подобие треугольников,1,0,0,0,0,EMPTY,5
6,Планиметрия: треугольники,G6_T018_S0,Планиметрия: треугольники: Подобие треугольников,2,0,0,0,0,EMPTY,5
6,Планиметрия: треугольники,G6_T018_S0,Планиметрия: треугольники: Подобие треугольников,3,0,0,0,0,EMPTY,5
6,Планиметрия: треугольники,G6_T018_S1,Планиметрия: треугольники: Признаки равенства треугольников,1,0,0,0,0,EMPTY,5
6,Планиметрия: треугольники,G6_T018_S1,Планиметрия: треугольники: Признаки равенства треугольников,2,0,0,0,0,EMPTY,5
6,Планиметрия: треугольники,G6_T018_S1,Планиметрия: треугольники: Признаки равенства треугольников,3,0,0,0,0,EMPTY,5
6,Планиметрия: треугольники,G6_T018_S2,Планиметрия: треугольники: Теорема Пифагора,1,0,0,0,0,EMPTY,5
6,Планиметрия: треугольники,G6_T018_S2,Планиметрия: треугольники: Теорема Пифагора,2,0,0,0,0,EMPTY,5
6,Планиметрия: треугольники,G6_T018_S2,Планиметрия: треугольники: Теорема Пифагора,3,0,0,0,0,EMPTY,5
6,Текстовые задачи: движение,G6_T032_S0,Текстовые задачи: движение: Движение в противоположных направлениях,1,0,0,0,0,EMPTY,5
6,Текстовые задачи: движение,G6_T032_S0,Текстовые задачи: движение: Движение в противоположных направлениях,2,0,0,0,0,EMPTY,5
6,Текстовые задачи: движение,G6_T032_S0,Текстовые задачи: движение: Движение в противоположных направлениях,3,0,0,0,0,EMPTY,5
6,Текстовые задачи: движение,G6_T032_S1,Текстовые задачи: движение: Движение по воде,1,0,0,0,0,EMPTY,5
6,Текстовые задачи: движение,G6_T032_S1,Текстовые задачи: движение: Движение по воде,2,0,0,0,0,EMPTY,5
6,Текстовые задачи: движение,G6_T032_S1,Текстовые задачи: движение: Движение по воде,3,0,0,0,0,EMPTY,5
6,Текстовые задачи: движение,G6_T032_S2,Текстовые задачи: движение: Движение по кругу,1,0,0,0,0,EMPTY,5
6,Текстовые задачи: движение,G6_T032_S2,Текстовые задачи: движение: Движение по кругу,2,0,0,0,0,EMPTY,5
6,Текстовые задачи: движение,G6_T032_S2,Текстовые задачи: движение: Движение по кругу,3,0,0,0,0,EMPTY,5
6,Текстовые задачи: производительность и смеси,G6_T033_S0,"Текстовые задачи: производительность и смеси: Задачи на концентрацию, сплавы, смеси",1,0,0,0,0,EMPTY,5
6,Текстовые задачи: производительность и смеси,G6_T033_S0,"Текстовые задачи: производительность и смеси: Задачи на концентрацию, сплавы, смеси",2,0,0,0,0,EMPTY,5
6,Текстовые задачи: производительность и смеси,G6_T033_S0,"Текстовые задачи: производительность и смеси: Задачи на концентрацию, сплавы, смеси",3,0,0,0,0,EMPTY,5
6,Текстовые задачи: производительность и смеси,G6_T033_S1,Текстовые задачи: производительность и смеси: Задачи на совместную работу,1,0,0,0,0,EMPTY,5
6,Текстовые задачи: производительность и смеси,G6_T033_S1,Текстовые задачи: производительность и смеси: Задачи на совместную работу,2,0,0,0,0,EMPTY,5
6,Текстовые задачи: производительность и смеси,G6_T033_S1,Текстовые задачи: производительность и смеси: Задачи на совместную работу,3,0,0,0,0,EMPTY,5
6,Текстовые задачи: производительность и смеси,G6_T033_S2,Текстовые задачи: производительность и смеси: Задачи на производительность труда,1,0,0,0,0,EMPTY,5
6,Текстовые задачи: производительность и смеси,G6_T033_S2,Текстовые задачи: производительность и смеси: Задачи на производительность труда,2,0,0,0,0,EMPTY,5
6,Текстовые задачи: производительность и смеси,G6_T033_S2,Текстовые задачи: производительность и смеси: Задачи на производительность труда,3,0,0,0,0,EMPTY,5
7,Графы: основные понятия,G7_T003_S0,"Графы: основные понятия: Графы: определения, изоморфизм",1,0,0,0,0,EMPTY,5
7,Графы: основные понятия,G7_T003_S0,"Графы: основные понятия: Графы: определения, изоморфизм",2,0,0,0,0,EMPTY,5
7,Графы: основные понятия,G7_T003_S0,"Графы: основные понятия: Графы: определения, изоморфизм",3,0,0,0,0,EMPTY,5
7,Графы: основные понятия,G7_T003_S1,"Графы: основные понятия: Маршруты, цепи, циклы, Эйлеровы графы",1,0,0,0,0,EMPTY,5
7,Графы: основные понятия,G7_T003_S1,"Графы: основные понятия: Маршруты, цепи, циклы, Эйлеровы графы",2,0,0,0,0,EMPTY,5
7,Графы: основные понятия,G7_T003_S1,"Графы: основные понятия: Маршруты, цепи, циклы, Эйлеровы графы",3,0,0,0,0,EMPTY,5
7,Графы: основные понятия,G7_T003_S2,Графы: основные понятия: Связность и компоненты связности,1,0,0,0,0,EMPTY,5
7,Графы: основные понятия,G7_T003_S2,Графы: основные понятия: Связность и компоненты связности,2,0,0,0,0,EMPTY,5
7,Графы: основные понятия,G7_T003_S2,Графы: основные понятия: Связность и компоненты связности,3,0,0,0,0,EMPTY,5
7,Последовательности и прогрессии,G7_T019_S0,Последовательности и прогрессии: Арифметическая прогрессия,1,0,0,0,0,EMPTY,5
7,Последовательности и прогрессии,G7_T019_S0,Последовательности и прогрессии: Арифметическая прогрессия,2,0,0,0,0,EMPTY,5
7,Последовательности и прогрессии,G7_T019_S0,Последовательности и прогрессии: Арифметическая прогрессия,3,0,0,0,0,EMPTY,5
7,Последовательности и прогрессии,G7_T019_S1,Последовательности и прогрессии: Геометрическая прогрессия,1,0,0,0,0,EMPTY,5
7,Последовательности и прогрессии,G7_T019_S1,Последовательности и прогрессии: Геометрическая прогрессия,2,0,0,0,0,EMPTY,5
7,Последовательности и прогрессии,G7_T019_S1,Последовательности и прогрессии: Геометрическая прогрессия,3,0,0,0,0,EMPTY,5
7,Последовательности и прогрессии,G7_T019_S2,Последовательности и прогрессии: Суммы последовательностей,1,0,0,0,0,EMPTY,5
7,Последовательности и прогрессии,G7_T019_S2,Последовательности и прогрессии: Суммы последовательностей,2,0,0,0,0,EMPTY,5
7,Последовательности и прогрессии,G7_T019_S2,Последовательности и прогрессии: Суммы последовательностей,3,0,0,0,0,EMPTY,5
7,Решение задач: анализ и интерпретация,G7_T023_S0,Решение задач: анализ и интерпретация: Оценка и прикидка,1,0,0,0,0,EMPTY,5
7,Решение задач: анализ и интерпретация,G7_T023_S0,Решение задач: анализ и интерпретация: Оценка и прикидка,2,0,0,0,0,EMPTY,5
7,Решение задач: анализ и интерпретация,G7_T023_S0,Решение задач: анализ и интерпретация: Оценка и прикидка,3,0,0,0,0,EMPTY,5
7,Решение задач: анализ и интерпретация,G7_T023_S1,Решение задач: анализ и интерпретация: Проверка решения и поиск ошибок,1,0,0,0,0,EMPTY,5
7,Решение задач: анализ и интерпретация,G7_T023_S1,Решение задач: анализ и интерпретация: Проверка решения и поиск ошибок,2,0,0,0,0,EMPTY,5
7,Решение задач: анализ и интерпретация,G7_T023_S1,Решение задач: анализ и интерпретация: Проверка решения и поиск ошибок,3,0,0,0,0,EMPTY,5
7,Решение задач: анализ и интерпретация,G7_T023_S2,Решение задач: анализ и интерпретация: Составление плана решения,1,0,0,0,0,EMPTY,5
7,Решение задач: анализ и интерпретация,G7_T023_S2,Решение задач: анализ и интерпретация: Составление плана решения,2,0,0,0,0,EMPTY,5
7,Решение задач: анализ и интерпретация,G7_T023_S2,Решение задач: анализ и интерпретация: Составление плана решения,3,0,0,0,0,EMPTY,5
7,Решение уравнений: разложение на множители,G7_T025_S0,Решение уравнений: разложение на множители: Вынесение общего множителя и группировка,1,0,0,0,0,EMPTY,5
7,Решение уравнений: разложение на множители,G7_T025_S0,Решение уравнений: разложение на множители: Вынесение общего множителя и группировка,2,0,0,0,0,EMPTY,5
7,Решение уравнений: разложение на множители,G7_T025_S0,Решение уравнений: разложение на множители: Вынесение общего множителя и группировка,3,0,0,0,0,EMPTY,5
7,Решение уравнений: разложение на множители,G7_T025_S1,Решение уравнений: разложение на множители: Использование формул сокращённого умножения,1,0,0,0,0,EMPTY,5
7,Решение уравнений: разложение на множители,G7_T025_S1,Решение уравнений: разложение на множители: Использование формул сокращённого умножения,2,0,0,0,0,EMPTY,5
7,Решение уравнений: разложение на множители,G7_T025_S1,Решение уравнений: разложение на множители: Использование формул сокращённого умножения,3,0,0,0,0,EMPTY,5
7,Решение уравнений: разложение на множители,G7_T025_S2,Решение уравнений: разложение на множители: Разложение квадратного трёхчлена,1,0,0,0,0,EMPTY,5
7,Решение уравнений: разложение на множители,G7_T025_S2,Решение уравнений: разложение на множители: Разложение квадратного трёхчлена,2,0,0,0,0,EMPTY,5
7,Решение уравнений: разложение на множители,G7_T025_S2,Решение уравнений: разложение на множители: Разложение квадратного трёхчлена,3,0,0,0,0,EMPTY,5
7,Системы уравнений,G7_T026_S0,Системы уравнений: Графический метод решения систем,1,0,0,0,0,EMPTY,5
7,Системы уравнений,G7_T026_S0,Системы уравнений: Графический метод решения систем,2,0,0,0,0,EMPTY,5
7,Системы уравнений,G7_T026_S0,Системы уравнений: Графический метод решения систем,3,0,0,0,0,EMPTY,5
7,Системы уравнений,G7_T026_S1,Системы уравнений: Метод подстановки,1,0,0,0,0,EMPTY,5
7,Системы уравнений,G7_T026_S1,Системы уравнений: Метод подстановки,2,0,0,0,0,EMPTY,5
7,Системы уравнений,G7_T026_S1,Системы уравнений: Метод подстановки,3,0,0,0,0,EMPTY,5
7,Системы уравнений,G7_T026_S2,Системы уравнений: Системы линейных уравнений,1,0,0,0,0,EMPTY,5
7,Системы уравнений,G7_T026_S2,Системы уравнений: Системы линейных уравнений,2,0,0,0,0,EMPTY,5
7,Системы уравнений,G7_T026_S2,Системы уравнений: Системы линейных уравнений,3,0,0,0,0,EMPTY,5
7,Стереометрия: аксиомы и прямые,G7_T027_S0,Стереометрия: аксиомы и прямые: Аксиомы стереометрии,1,0,0,0,0,EMPTY,5
7,Стереометрия: аксиомы и прямые,G7_T027_S0,Стереометрия: аксиомы и прямые: Аксиомы стереометрии,2,0,0,0,0,EMPTY,5
7,Стереометрия: аксиомы и прямые,G7_T027_S0,Стереометрия: аксиомы и прямые: Аксиомы стереометрии,3,0,0,0,0,EMPTY,5
7,Стереометрия: аксиомы и прямые,G7_T027_S1,Стереометрия: аксиомы и прямые: Взаимное расположение прямых в пространстве,1,0,0,0,0,EMPTY,5
7,Стереометрия: аксиомы и прямые,G7_T027_S1,Стереометрия: аксиомы и прямые: Взаимное расположение прямых в пространстве,2,0,0,0,0,EMPTY,5
7,Стереометрия: аксиомы и прямые,G7_T027_S1,Стереометрия: аксиомы и прямые: Взаимное расположение прямых в пространстве,3,0,0,0,0,EMPTY,5
7,Стереометрия: аксиомы и прямые,G7_T027_S2,Стереометрия: аксиомы и прямые: Параллельность прямых и плоскостей,1,0,0,0,0,EMPTY,5
7,Стереометрия: аксиомы и прямые,G7_T027_S2,Стереометрия: аксиомы и прямые: Параллельность прямых и плоскостей,2,0,0,0,0,EMPTY,5
7,Стереометрия: аксиомы и прямые,G7_T027_S2,Стереометрия: аксиомы и прямые: Параллельность прямых и плоскостей,3,0,0,0,0,EMPTY,5
8,Метод координат: векторы,G8_T009_S0,"Метод координат: векторы: Векторы: сложение, умножение на число",1,0,0,0,0,EMPTY,5
8,Метод координат: векторы,G8_T009_S0,"Метод координат: векторы: Векторы: сложение, умножение на число",2,0,0,0,0,EMPTY,5
8,Метод координат: векторы,G8_T009_S0,"Метод координат: векторы: Векторы: сложение, умножение на число",3,0,0,0,0,EMPTY,5
8,Метод координат: векторы,G8_T009_S1,"Метод координат: векторы: Координаты вектора, связь с точками",1,0,0,0,0,EMPTY,5
8,Метод координат: векторы,G8_T009_S1,"Метод координат: векторы: Координаты вектора, связь с точками",2,0,0,0,0,EMPTY,5
8,Метод координат: векторы,G8_T009_S1,"Метод координат: векторы: Координаты вектора, связь с точками",3,0,0,0,0,EMPTY,5
8,Метод координат: векторы,G8_T009_S2,Метод координат: векторы: Скалярное произведение векторов,1,0,0,0,0,EMPTY,5
8,Метод координат: векторы,G8_T009_S2,Метод координат: векторы: Скалярное произведение векторов,2,0,0,0,0,EMPTY,5
8,Метод координат: векторы,G8_T009_S2,Метод координат: векторы: Скалярное произведение векторов,3,0,0,0,0,EMPTY,5
8,Неравенства: метод интервалов и рациональные,G8_T011_S0,Неравенства: метод интервалов и рациональные: Дробно-рациональные неравенства,1,0,0,0,0,EMPTY,5
8,Неравенства: метод интервалов и рациональные,G8_T011_S0,Неравенства: метод интервалов и рациональные: Дробно-рациональные неравенства,2,0,0,0,0,EMPTY,5
8,Неравенства: метод интервалов и рациональные,G8_T011_S0,Неравенства: метод интервалов и рациональные: Дробно-рациональные неравенства,3,0,0,0,0,EMPTY,5
8,Неравенства: метод интервалов и рациональные,G8_T011_S1,Неравенства: метод интервалов и рациональные: Иррациональные неравенства,1,0,0,0,0,EMPTY,5
8,Неравенства: метод интервалов и рациональные,G8_T011_S1,Неравенства: метод интервалов и рациональные: Иррациональные неравенства,2,0,0,0,0,EMPTY,5
8,Неравенства: метод интервалов и рациональные,G8_T011_S1,Неравенства: метод интервалов и рациональные: Иррациональные неравенства,3,0,0,0,0,EMPTY,5
8,Неравенства: метод интервалов и рациональные,G8_T011_S2,Неравенства: метод интервалов и рациональные: Метод интервалов для рациональных неравенств,1,0,0,0,0,EMPTY,5
8,Неравенства: метод интервалов и рациональные,G8_T011_S2,Неравенства: метод интервалов и рациональные: Метод интервалов для рациональных неравенств,2,0,0,0,0,EMPTY,5
8,Неравенства: метод интервалов и рациональные,G8_T011_S2,Неравенства: метод интервалов и рациональные: Метод интервалов для рациональных неравенств,3,0,0,0,0,EMPTY,5
8,Неравенства: показательные и логарифмические,G8_T012_S0,Неравенства: показательные и логарифмические: Логарифмические неравенства,1,0,0,0,0,EMPTY,5
8,Неравенства: показательные и логарифмические,G8_T012_S0,Неравенства: показательные и логарифмические: Логарифмические неравенства,2,0,0,0,0,EMPTY,5
8,Неравенства: показательные и логарифмические,G8_T012_S0,Неравенства: показательные и логарифмические: Логарифмические неравенства,3,0,0,0,0,EMPTY,5
8,Неравенства: показательные и логарифмические,G8_T012_S1,Неравенства: показательные и логарифмические: Показательные неравенства,1,0,0,0,0,EMPTY,5
8,Неравенства: показательные и логарифмические,G8_T012_S1,Неравенства: показательные и логарифмические: Показательные неравенства,2,0,0,0,0,EMPTY,5
8,Неравенства: показательные и логарифмические,G8_T012_S1,Неравенства: показательные и логарифмические: Показательные неравенства,3,0,0,0,0,EMPTY,5
8,Неравенства: показательные и логарифмические,G8_T012_S2,Неравенства: показательные и логарифмические: Системы показательных и логарифмических неравенств,1,0,0,0,0,EMPTY,5
8,Неравенства: показательные и логарифмические,G8_T012_S2,Неравенства: показательные и логарифмические: Системы показательных и логарифмических неравенств,2,0,0,0,0,EMPTY,5
8,Неравенства: показательные и логарифмические,G8_T012_S2,Неравенства: показательные и логарифмические: Системы показательных и логарифмических неравенств,3,0,0,0,0,EMPTY,5
8,Планиметрия: площадь,G8_T017_S0,Планиметрия: площадь: Площади подобных фигур,1,0,0,0,0,EMPTY,5
8,Планиметрия: площадь,G8_T017_S0,Планиметрия: площадь: Площади подобных фигур,2,0,0,0,0,EMPTY,5
8,Планиметрия: площадь,G8_T017_S0,Планиметрия: площадь: Площади подобных фигур,3,0,0,0,0,EMPTY,5
8,Планиметрия: площадь,G8_T017_S1,Планиметрия: площадь: Площадь многоугольников (через разбиение и дополнение),1,0,0,0,0,EMPTY,5
8,Планиметрия: площадь,G8_T017_S1,Планиметрия: площадь: Площадь многоугольников (через разбиение и дополнение),2,0,0,0,0,EMPTY,5
8,Планиметрия: площадь,G8_T017_S1,Планиметрия: площадь: Площадь многоугольников (через разбиение и дополнение),3,0,0,0,0,EMPTY,5
8,Планиметрия: площадь,G8_T017_S2,Планиметрия: площадь: Формулы площади треугольника и четырёхугольника,1,0,0,0,0,EMPTY,5
8,Планиметрия: площадь,G8_T017_S2,Планиметрия: площадь: Формулы площади треугольника и четырёхугольника,2,0,0,0,0,EMPTY,5
8,Планиметрия: площадь,G8_T017_S2,Планиметрия: площадь: Формулы площади треугольника и четырёхугольника,3,0,0,0,0,EMPTY,5
8,Тригонометрия: преобразования,G8_T037_S0,Тригонометрия: преобразования: Основное тригонометрическое тождество,1,0,0,0,0,EMPTY,5
8,Тригонометрия: преобразования,G8_T037_S0,Тригонометрия: преобразования: Основное тригонометрическое тождество,2,0,0,0,0,EMPTY,5
8,Тригонометрия: преобразования,G8_T037_S0,Тригонометрия: преобразования: Основное тригонометрическое тождество,3,0,0,0,0,EMPTY,5
